ม๖มก,ม๖มกธํ,ภฯฝร,รึภ๚ฑโฟย(กฦC),รึฐํฑโฟย(กฦC),ภฯฐญผ๖ทฎ(mm),ฦ๒ฑี วณผำ(m/s),ฦ๒ฑี ป๓ด๋ฝภตต(%),ภฯ รึฝษฝลภ๛ผณ(cm),ฦ๒ฑี ภüฟ๎ทฎ(1/10),พศฐณ ฐ่ผำฝรฐฃ(hr),ภฯ นฬผผธีม๖ ณ๓ตต(งถ/งฉ)
175,ม๘ตต(รทย๛ป๊),2006-09-27,15.4,26.5,,3.2,69.6,,2.0,,
175,ม๘ตต(รทย๛ป๊),2006-09-28,16.3,21.1,,3.2,62.8,,6.8,,
175,ม๘ตต(รทย๛ป๊),2006-09-29,15.3,23.4,,3.8,80.6,,6.8,,
175,ม๘ตต(รทย๛ป๊),2006-09-30,15.3,24.6,0.5,5.2,79.1,,9.0,,
175,ม๘ตต(รทย๛ป๊),2006-10-01,13.8,24.7,2.5,4.3,84.8,,8.5,,
175,ม๘ตต(รทย๛ป๊),2006-10-02,15.0,24.5,,4.0,82.8,,3.6,,
175,ม๘ตต(รทย๛ป๊),2006-10-03,14.7,25.3,,3.9,71.1,,1.9,,
175,ม๘ตต(รทย๛ป๊),2006-10-04,15.1,25.4,,3.5,66.5,,5.3,,
175,ม๘ตต(รทย๛ป๊),2006-10-05,13.7,25.3,,3.9,66.8,,0.9,,
175,ม๘ตต(รทย๛ป๊),2006-10-06,13.7,24.5,,3.9,65.9,,0.0,,
175,ม๘ตต(รทย๛ป๊),2006-10-07,15.0,25.1,,3.8,63.1,,0.0,,
175,ม๘ตต(รทย๛ป๊),2006-10-08,14.6,25.4,,3.6,72.9,,4.3,3.0,
175,ม๘ตต(รทย๛ป๊),2006-10-09,15.4,25.4,,2.5,60.9,,0.9,,
175,ม๘ตต(รทย๛ป๊),2006-10-10,17.2,25.7,,1.9,42.1,,3.3,,
175,ม๘ตต(รทย๛ป๊),2006-10-11,15.7,25.4,,4.1,78.5,,6.0,,
175,ม๘ตต(รทย๛ป๊),2006-10-12,12.7,21.9,,5.2,73.4,,1.9,,
175,ม๘ตต(รทย๛ป๊),2006-10-13,13.1,26.4,,3.9,54.5,,4.0,,
175,ม๘ตต(รทย๛ป๊),2006-10-14,13.0,25.4,,4.1,68.3,,1.0,,
175,ม๘ตต(รทย๛ป๊),2006-10-15,14.8,25.2,,2.0,53.4,,0.3,,
175,ม๘ตต(รทย๛ป๊),2006-10-16,15.0,24.4,,3.3,73.4,,0.5,,
175,ม๘ตต(รทย๛ป๊),2006-10-17,15.5,22.5,,1.6,85.5,,7.6,6.17,
175,ม๘ตต(รทย๛ป๊),2006-10-18,14.8,25.0,,1.4,74.5,,0.5,,
175,ม๘ตต(รทย๛ป๊),2006-10-19,14.0,24.2,0.4,2.2,78.4,,7.1,,
175,ม๘ตต(รทย๛ป๊),2006-10-20,14.5,24.0,0.5,2.6,70.9,,3.9,,
175,ม๘ตต(รทย๛ป๊),2006-10-21,14.6,24.0,,6.2,75.4,,3.5,,
175,ม๘ตต(รทย๛ป๊),2006-10-22,13.3,18.6,28.5,8.4,95.0,,9.0,5.62,
175,ม๘ตต(รทย๛ป๊),2006-10-23,9.2,15.2,0.5,9.0,80.6,,7.0,,
175,ม๘ตต(รทย๛ป๊),2006-10-24,8.7,21.4,,2.6,65.3,,0.4,,
175,ม๘ตต(รทย๛ป๊),2006-10-25,10.0,21.3,,3.7,78.5,,4.1,,
175,ม๘ตต(รทย๛ป๊),2006-10-26,11.4,15.5,0.5,3.7,86.5,,9.4,,
175,ม๘ตต(รทย๛ป๊),2006-10-27,8.8,17.6,,4.4,71.5,,3.4,,
175,ม๘ตต(รทย๛ป๊),2006-10-28,8.9,20.0,,3.4,64.0,,0.0,,
175,ม๘ตต(รทย๛ป๊),2006-10-29,10.7,20.1,,4.5,75.0,,1.5,,
175,ม๘ตต(รทย๛ป๊),2006-10-30,10.0,21.1,,3.4,57.3,,0.4,,
175,ม๘ตต(รทย๛ป๊),2006-10-31,10.3,21.0,,4.1,60.5,,0.9,,
175,ม๘ตต(รทย๛ป๊),2006-11-01,10.8,21.5,,3.9,77.4,,6.0,2.42,
175,ม๘ตต(รทย๛ป๊),2006-11-02,9.7,18.6,,4.3,70.9,,0.6,2.42,
175,ม๘ตต(รทย๛ป๊),2006-11-03,10.4,19.7,,4.0,70.9,,2.5,,
175,ม๘ตต(รทย๛ป๊),2006-11-04,8.4,18.2,14.0,4.8,87.5,,6.1,,
175,ม๘ตต(รทย๛ป๊),2006-11-05,8.7,18.3,,6.0,84.8,,5.5,,
175,ม๘ตต(รทย๛ป๊),2006-11-06,3.0,12.5,3.0,8.3,76.3,,6.4,,
175,ม๘ตต(รทย๛ป๊),2006-11-07,1.8,10.6,2.0,7.0,74.3,,4.6,,
175,ม๘ตต(รทย๛ป๊),2006-11-08,3.1,16.3,,6.2,77.0,,4.0,,
175,ม๘ตต(รทย๛ป๊),2006-11-09,12.5,20.1,,5.2,85.4,,6.3,3.33,
175,ม๘ตต(รทย๛ป๊),2006-11-10,8.6,19.6,,4.7,74.1,,8.1,,
175,ม๘ตต(รทย๛ป๊),2006-11-11,4.7,13.8,,7.6,66.6,,2.3,,
175,ม๘ตต(รทย๛ป๊),2006-11-12,4.7,12.6,,5.2,67.0,,2.1,,
175,ม๘ตต(รทย๛ป๊),2006-11-13,5.3,14.5,,4.9,83.6,,7.0,,
175,ม๘ตต(รทย๛ป๊),2006-11-14,4.5,11.6,,6.7,67.4,,4.1,,
175,ม๘ตต(รทย๛ป๊),2006-11-15,5.1,14.1,,7.0,67.6,,3.6,,
175,ม๘ตต(รทย๛ป๊),2006-11-16,3.2,11.0,,3.6,55.9,,6.0,,
175,ม๘ตต(รทย๛ป๊),2006-11-17,2.2,13.6,,4.2,48.4,,4.5,,
175,ม๘ตต(รทย๛ป๊),2006-11-18,5.3,7.5,2.5,6.4,74.3,,8.1,,
175,ม๘ตต(รทย๛ป๊),2006-11-19,6.3,16.6,0.0,5.2,64.0,,9.0,,
175,ม๘ตต(รทย๛ป๊),2006-11-20,5.8,13.6,,4.5,73.1,,2.0,,
175,ม๘ตต(รทย๛ป๊),2006-11-21,5.3,15.5,,4.1,64.3,,1.9,,
175,ม๘ตต(รทย๛ป๊),2006-11-22,7.2,9.8,,4.6,73.4,,9.6,5.38,
175,ม๘ตต(รทย๛ป๊),2006-11-23,5.3,12.0,,9.6,69.1,,7.4,,
175,ม๘ตต(รทย๛ป๊),2006-11-24,3.9,14.1,,8.3,64.5,,3.3,,
175,ม๘ตต(รทย๛ป๊),2006-11-25,4.3,16.8,,6.5,64.8,,3.3,,
175,ม๘ตต(รทย๛ป๊),2006-11-26,8.5,14.4,2.0,5.1,86.1,,9.9,3.67,
175,ม๘ตต(รทย๛ป๊),2006-11-27,6.2,10.4,20.5,5.7,95.8,,10.0,24.0,
175,ม๘ตต(รทย๛ป๊),2006-11-28,3.4,9.9,0.5,6.8,84.9,,6.8,7.42,
175,ม๘ตต(รทย๛ป๊),2006-11-29,0.9,9.5,,3.8,67.6,,6.5,,
175,ม๘ตต(รทย๛ป๊),2006-11-30,-0.8,9.0,,4.0,61.1,,3.8,,
175,ม๘ตต(รทย๛ป๊),2006-12-01,3.1,9.3,0.5,4.3,69.8,,6.9,,
175,ม๘ตต(รทย๛ป๊),2006-12-02,-1.6,6.4,0.5,7.3,70.9,,6.1,,
175,ม๘ตต(รทย๛ป๊),2006-12-03,-3.5,4.6,0.0,3.7,78.6,,6.3,1.65,
175,ม๘ตต(รทย๛ป๊),2006-12-04,-2.3,6.7,0.3,3.9,77.3,,3.1,1.8,
175,ม๘ตต(รทย๛ป๊),2006-12-05,-1.1,10.3,,4.5,72.6,,7.0,,
175,ม๘ตต(รทย๛ป๊),2006-12-06,2.3,13.7,,3.6,66.5,,6.0,,
175,ม๘ตต(รทย๛ป๊),2006-12-07,5.3,8.6,21.0,6.9,95.3,,10.0,16.25,
175,ม๘ตต(รทย๛ป๊),2006-12-08,4.1,6.9,18.0,3.9,96.0,,10.0,21.42,
175,ม๘ตต(รทย๛ป๊),2006-12-09,0.9,5.7,5.5,6.5,85.6,,9.8,8.33,
175,ม๘ตต(รทย๛ป๊),2006-12-10,-0.7,5.8,,4.1,75.6,,5.9,,
175,ม๘ตต(รทย๛ป๊),2006-12-11,-1.9,8.5,,3.3,58.4,,4.5,,
175,ม๘ตต(รทย๛ป๊),2006-12-12,1.8,12.9,,2.9,63.3,,4.4,,
175,ม๘ตต(รทย๛ป๊),2006-12-13,3.5,7.4,3.5,3.6,89.3,,10.0,,
175,ม๘ตต(รทย๛ป๊),2006-12-14,2.3,5.7,,3.0,76.8,,7.4,,
175,ม๘ตต(รทย๛ป๊),2006-12-15,2.4,10.5,,3.9,69.5,,3.8,,
175,ม๘ตต(รทย๛ป๊),2006-12-16,-0.8,7.0,0.2,5.9,77.1,0.3,6.9,0.75,
175,ม๘ตต(รทย๛ป๊),2006-12-17,-4.1,0.0,1.0,10.6,77.6,1.0,7.9,0.63,
175,ม๘ตต(รทย๛ป๊),2006-12-18,-2.0,4.6,,3.6,72.5,,5.9,,
175,ม๘ตต(รทย๛ป๊),2006-12-19,-2.0,9.3,,2.2,54.8,,4.1,,
175,ม๘ตต(รทย๛ป๊),2006-12-20,2.1,11.4,,2.3,42.1,,5.3,,
175,ม๘ตต(รทย๛ป๊),2006-12-21,1.6,10.1,,4.3,74.4,,1.4,,
175,ม๘ตต(รทย๛ป๊),2006-12-22,1.0,9.0,,5.6,72.6,,2.0,,
175,ม๘ตต(รทย๛ป๊),2006-12-23,1.5,8.9,,5.5,74.3,,2.3,,
175,ม๘ตต(รทย๛ป๊),2006-12-24,-0.3,10.7,,3.8,72.9,,5.9,,
175,ม๘ตต(รทย๛ป๊),2006-12-25,4.8,15.3,,6.7,71.6,,2.6,,
175,ม๘ตต(รทย๛ป๊),2006-12-26,5.1,15.7,,4.7,63.4,,3.5,,
175,ม๘ตต(รทย๛ป๊),2006-12-27,-1.3,6.1,,7.8,80.6,,8.5,,
175,ม๘ตต(รทย๛ป๊),2006-12-28,-5.7,-1.2,0.8,10.3,82.6,1.8,7.9,,
175,ม๘ตต(รทย๛ป๊),2006-12-29,-6.0,0.7,0.1,5.2,80.6,0.1,5.3,,
175,ม๘ตต(รทย๛ป๊),2006-12-30,-6.4,4.1,,3.7,61.4,,2.0,,
175,ม๘ตต(รทย๛ป๊),2006-12-31,-2.5,8.6,,2.9,39.5,,1.9,,
175,ม๘ตต(รทย๛ป๊),2007-01-01,1.3,5.8,7.0,2.9,73.8,,8.6,,
175,ม๘ตต(รทย๛ป๊),2007-01-02,0.0,5.0,,4.5,91.4,,6.8,5.43,
175,ม๘ตต(รทย๛ป๊),2007-01-03,-0.4,9.0,,5.0,82.0,,9.3,,
175,ม๘ตต(รทย๛ป๊),2007-01-04,2.4,11.7,,4.5,67.3,,6.1,,
175,ม๘ตต(รทย๛ป๊),2007-01-05,1.6,11.6,,3.9,63.1,,8.0,,
175,ม๘ตต(รทย๛ป๊),2007-01-06,-4.4,3.3,0.9,12.3,78.8,1.2,7.6,,
175,ม๘ตต(รทย๛ป๊),2007-01-07,-4.1,-0.1,0.0,9.3,79.5,0.0,8.1,,
175,ม๘ตต(รทย๛ป๊),2007-01-08,-2.6,2.4,0.0,6.1,76.6,,6.0,,
175,ม๘ตต(รทย๛ป๊),2007-01-09,-2.5,5.0,,3.5,68.0,,2.5,,
175,ม๘ตต(รทย๛ป๊),2007-01-10,-2.1,6.3,,3.3,68.6,,3.6,,
175,ม๘ตต(รทย๛ป๊),2007-01-11,-2.5,6.1,,3.6,72.0,,1.0,,
175,ม๘ตต(รทย๛ป๊),2007-01-12,-3.5,1.8,,3.8,78.9,,7.3,,
175,ม๘ตต(รทย๛ป๊),2007-01-13,-3.8,1.1,,5.6,72.9,,7.5,,
175,ม๘ตต(รทย๛ป๊),2007-01-14,-5.3,4.7,,4.4,66.0,,0.4,,
175,ม๘ตต(รทย๛ป๊),2007-01-15,-2.5,7.5,,3.3,37.3,,5.9,,
175,ม๘ตต(รทย๛ป๊),2007-01-16,0.0,4.8,1.5,3.8,73.1,,10.0,,
175,ม๘ตต(รทย๛ป๊),2007-01-17,-0.6,5.9,,5.1,78.9,,6.5,,
175,ม๘ตต(รทย๛ป๊),2007-01-18,-2.1,6.3,,5.7,70.1,,1.1,,
175,ม๘ตต(รทย๛ป๊),2007-01-19,-3.2,6.4,,3.4,55.4,,4.8,,
175,ม๘ตต(รทย๛ป๊),2007-01-20,-2.0,4.7,,6.0,71.5,,4.8,,
175,ม๘ตต(รทย๛ป๊),2007-01-21,-1.8,9.2,,5.4,45.1,,3.5,,
175,ม๘ตต(รทย๛ป๊),2007-01-22,-1.2,5.3,,6.0,75.5,,5.3,,
175,ม๘ตต(รทย๛ป๊),2007-01-23,-0.9,7.8,,3.9,57.9,,6.9,,
175,ม๘ตต(รทย๛ป๊),2007-01-24,-1.4,6.3,,6.5,73.5,,2.6,,
175,ม๘ตต(รทย๛ป๊),2007-01-25,-1.7,6.5,,5.2,79.3,,3.3,,
175,ม๘ตต(รทย๛ป๊),2007-01-26,-0.8,4.0,3.5,8.1,90.3,2.9,7.3,,
175,ม๘ตต(รทย๛ป๊),2007-01-27,-2.1,2.1,,7.9,72.0,,6.5,,
175,ม๘ตต(รทย๛ป๊),2007-01-28,-3.4,2.3,0.1,5.8,80.6,0.1,6.1,,
175,ม๘ตต(รทย๛ป๊),2007-01-29,-2.3,5.9,,3.6,63.0,,3.0,,
175,ม๘ตต(รทย๛ป๊),2007-01-30,-2.5,5.3,,6.0,75.5,,5.4,,
175,ม๘ตต(รทย๛ป๊),2007-01-31,-3.2,4.6,0.1,5.0,67.0,0.3,6.8,,
175,ม๘ตต(รทย๛ป๊),2007-02-01,-5.7,-2.0,6.8,5.7,91.8,6.3,7.6,,
175,ม๘ตต(รทย๛ป๊),2007-02-02,-5.5,-0.9,0.7,6.0,82.6,0.7,5.6,,
175,ม๘ตต(รทย๛ป๊),2007-02-03,-4.7,6.4,,6.4,77.1,,2.5,,
175,ม๘ตต(รทย๛ป๊),2007-02-04,-0.6,11.0,,5.1,66.9,,0.8,,
175,ม๘ตต(รทย๛ป๊),2007-02-05,2.0,12.1,,3.9,79.5,,3.3,,
175,ม๘ตต(รทย๛ป๊),2007-02-06,5.6,16.5,,3.0,58.1,,2.6,,
175,ม๘ตต(รทย๛ป๊),2007-02-07,6.5,16.5,,4.7,55.6,,3.3,,
175,ม๘ตต(รทย๛ป๊),2007-02-08,4.3,11.2,16.5,6.4,94.3,,10.0,19.58,
175,ม๘ตต(รทย๛ป๊),2007-02-09,0.5,6.3,,7.2,89.1,,6.8,10.8,
175,ม๘ตต(รทย๛ป๊),2007-02-10,-0.5,6.3,,7.9,80.1,,4.0,,
175,ม๘ตต(รทย๛ป๊),2007-02-11,-2.0,6.1,,6.1,68.8,,3.3,,
175,ม๘ตต(รทย๛ป๊),2007-02-12,-2.2,9.5,,2.9,61.5,,0.9,,
175,ม๘ตต(รทย๛ป๊),2007-02-13,1.2,12.0,40.5,8.2,83.5,,7.0,8.37,
175,ม๘ตต(รทย๛ป๊),2007-02-14,-3.4,9.7,8.0,9.7,79.1,,7.3,7.67,
175,ม๘ตต(รทย๛ป๊),2007-02-15,-3.3,4.8,,5.2,65.4,,2.3,,
175,ม๘ตต(รทย๛ป๊),2007-02-16,-1.9,6.1,1.0,6.1,67.1,,9.8,,
175,ม๘ตต(รทย๛ป๊),2007-02-17,2.7,3.8,11.0,7.1,94.9,,10.0,22.17,
175,ม๘ตต(รทย๛ป๊),2007-02-18,0.6,10.3,,6.1,79.5,,4.4,5.37,
175,ม๘ตต(รทย๛ป๊),2007-02-19,-1.2,8.6,,5.7,76.8,,0.4,1.83,
175,ม๘ตต(รทย๛ป๊),2007-02-20,-0.5,12.9,,4.5,51.6,,1.3,,
175,ม๘ตต(รทย๛ป๊),2007-02-21,2.8,16.4,,2.9,29.8,,1.1,,
175,ม๘ตต(รทย๛ป๊),2007-02-22,5.1,15.3,,4.2,58.3,,6.4,,
175,ม๘ตต(รทย๛ป๊),2007-02-23,-1.6,6.1,,7.3,63.5,,1.5,4.33,
175,ม๘ตต(รทย๛ป๊),2007-02-24,-2.1,12.6,,5.0,47.9,,6.0,,
175,ม๘ตต(รทย๛ป๊),2007-02-25,2.5,11.4,5.0,4.2,82.4,,7.3,,
175,ม๘ตต(รทย๛ป๊),2007-02-26,1.7,14.8,,4.1,59.9,,0.1,,
175,ม๘ตต(รทย๛ป๊),2007-02-27,3.7,13.3,,3.6,59.8,,0.0,,
175,ม๘ตต(รทย๛ป๊),2007-02-28,3.3,13.5,,8.2,69.4,,1.3,,
175,ม๘ตต(รทย๛ป๊),2007-03-01,2.1,12.1,,11.5,80.4,,7.4,,
175,ม๘ตต(รทย๛ป๊),2007-03-02,6.8,12.1,31.1,7.7,92.1,,10.0,4.67,
175,ม๘ตต(รทย๛ป๊),2007-03-03,9.5,17.8,1.0,3.1,90.8,,8.5,13.62,
175,ม๘ตต(รทย๛ป๊),2007-03-04,2.8,13.2,64.5,12.9,95.0,,10.0,24.0,
175,ม๘ตต(รทย๛ป๊),2007-03-05,-5.1,2.9,0.1,13.5,90.1,0.0,9.0,1.93,
175,ม๘ตต(รทย๛ป๊),2007-03-06,-5.6,-0.9,0.3,7.2,77.9,0.4,8.0,,
175,ม๘ตต(รทย๛ป๊),2007-03-07,-4.5,2.5,0.1,7.0,76.1,0.1,7.1,,
175,ม๘ตต(รทย๛ป๊),2007-03-08,-2.6,6.8,0.4,5.0,61.8,0.5,5.4,,
175,ม๘ตต(รทย๛ป๊),2007-03-09,-1.0,10.3,,3.8,54.9,,1.9,,
175,ม๘ตต(รทย๛ป๊),2007-03-10,-2.7,10.0,,5.6,67.6,,4.8,,
175,ม๘ตต(รทย๛ป๊),2007-03-11,-4.2,3.8,,7.0,62.3,,4.6,,
175,ม๘ตต(รทย๛ป๊),2007-03-12,-1.4,8.7,,5.3,52.3,,2.4,,
175,ม๘ตต(รทย๛ป๊),2007-03-13,0.2,10.2,,4.6,66.0,,3.6,,
175,ม๘ตต(รทย๛ป๊),2007-03-14,1.8,12.8,,4.4,39.1,,9.5,,
175,ม๘ตต(รทย๛ป๊),2007-03-15,1.7,8.6,4.0,5.5,73.9,,9.1,,
175,ม๘ตต(รทย๛ป๊),2007-03-16,1.2,12.9,,4.3,74.1,,8.8,,
175,ม๘ตต(รทย๛ป๊),2007-03-17,-0.1,10.9,,5.7,75.3,,2.0,,
175,ม๘ตต(รทย๛ป๊),2007-03-18,1.0,9.6,,3.5,71.6,,5.5,,
175,ม๘ตต(รทย๛ป๊),2007-03-19,0.1,8.1,,3.9,63.6,,8.1,,
175,ม๘ตต(รทย๛ป๊),2007-03-20,1.4,12.8,,4.2,73.4,,1.6,,
175,ม๘ตต(รทย๛ป๊),2007-03-21,3.3,14.3,,3.7,51.6,,2.1,,
175,ม๘ตต(รทย๛ป๊),2007-03-22,4.5,15.1,,4.0,76.6,,0.8,,
175,ม๘ตต(รทย๛ป๊),2007-03-23,5.0,17.4,7.0,6.0,74.8,,5.4,0.75,
175,ม๘ตต(รทย๛ป๊),2007-03-24,4.7,12.4,37.0,8.0,95.0,,10.0,24.0,
175,ม๘ตต(รทย๛ป๊),2007-03-25,3.0,14.0,,6.6,68.5,,3.0,8.75,
175,ม๘ตต(รทย๛ป๊),2007-03-26,5.4,16.9,,5.4,44.1,,4.1,,
175,ม๘ตต(รทย๛ป๊),2007-03-27,6.6,17.4,,6.0,67.0,,7.3,3.12,
175,ม๘ตต(รทย๛ป๊),2007-03-28,7.1,14.8,,6.7,68.4,,3.4,,
175,ม๘ตต(รทย๛ป๊),2007-03-29,3.7,17.7,,6.9,75.4,,6.5,4.62,
175,ม๘ตต(รทย๛ป๊),2007-03-30,3.9,18.3,,7.1,78.3,,2.4,1.82,
175,ม๘ตต(รทย๛ป๊),2007-03-31,5.0,13.9,1.5,10.2,91.5,,7.1,11.2,
175,ม๘ตต(รทย๛ป๊),2007-04-01,4.1,9.3,2.5,6.5,72.5,,9.8,,
175,ม๘ตต(รทย๛ป๊),2007-04-02,0.7,9.0,,6.3,67.4,,5.6,,
175,ม๘ตต(รทย๛ป๊),2007-04-03,0.8,8.8,,7.8,52.9,,2.1,,
175,ม๘ตต(รทย๛ป๊),2007-04-04,0.5,8.6,,7.7,62.1,,0.3,,
175,ม๘ตต(รทย๛ป๊),2007-04-05,0.6,15.2,,4.5,51.0,,4.5,,
175,ม๘ตต(รทย๛ป๊),2007-04-06,4.9,15.9,,3.4,69.5,,4.9,,
175,ม๘ตต(รทย๛ป๊),2007-04-07,4.8,16.4,,4.4,57.4,,0.9,,
175,ม๘ตต(รทย๛ป๊),2007-04-08,3.2,14.5,0.0,4.6,70.3,,3.6,,
175,ม๘ตต(รทย๛ป๊),2007-04-09,3.2,16.3,,4.2,49.6,,0.4,,
175,ม๘ตต(รทย๛ป๊),2007-04-10,6.9,19.3,,3.2,25.6,,4.4,,
175,ม๘ตต(รทย๛ป๊),2007-04-11,7.2,18.6,,4.2,48.4,,0.5,,
175,ม๘ตต(รทย๛ป๊),2007-04-12,7.7,18.7,,6.9,73.4,,4.6,2.17,
175,ม๘ตต(รทย๛ป๊),2007-04-13,4.5,12.6,4.5,9.3,90.6,,8.0,7.42,
175,ม๘ตต(รทย๛ป๊),2007-04-14,4.4,18.3,,4.8,49.3,,4.5,,
175,ม๘ตต(รทย๛ป๊),2007-04-15,7.0,18.4,0.5,4.0,55.1,,8.5,,
175,ม๘ตต(รทย๛ป๊),2007-04-16,4.1,11.5,13.0,5.7,91.9,,8.9,3.33,
175,ม๘ตต(รทย๛ป๊),2007-04-17,2.8,10.0,,5.6,77.0,,9.8,4.38,
175,ม๘ตต(รทย๛ป๊),2007-04-18,4.2,16.7,,4.2,58.8,,4.6,,
175,ม๘ตต(รทย๛ป๊),2007-04-19,5.6,16.4,,5.0,46.6,,2.3,,
175,ม๘ตต(รทย๛ป๊),2007-04-20,8.1,15.7,,9.4,82.8,,7.8,4.47,
175,ม๘ตต(รทย๛ป๊),2007-04-21,11.7,15.2,,7.2,96.0,,10.0,24.0,
175,ม๘ตต(รทย๛ป๊),2007-04-22,5.9,15.8,1.5,7.0,80.8,,10.0,9.75,
175,ม๘ตต(รทย๛ป๊),2007-04-23,5.7,20.1,,3.7,57.5,,4.6,,
175,ม๘ตต(รทย๛ป๊),2007-04-24,6.0,15.4,,4.8,60.6,,7.3,,
175,ม๘ตต(รทย๛ป๊),2007-04-25,5.4,18.3,,7.0,60.8,,0.3,,
175,ม๘ตต(รทย๛ป๊),2007-04-26,8.3,21.8,,4.9,49.6,,3.6,,
175,ม๘ตต(รทย๛ป๊),2007-04-27,9.7,22.1,,7.1,44.5,,5.0,,
175,ม๘ตต(รทย๛ป๊),2007-04-28,8.2,21.5,,5.5,23.6,,1.0,,
175,ม๘ตต(รทย๛ป๊),2007-04-29,11.0,22.7,,4.3,17.3,,3.9,,
175,ม๘ตต(รทย๛ป๊),2007-04-30,8.9,18.7,9.0,7.7,54.8,,9.5,,
175,ม๘ตต(รทย๛ป๊),2007-05-01,8.0,12.0,3.5,7.8,96.0,,9.9,19.25,
175,ม๘ตต(รทย๛ป๊),2007-05-02,8.4,17.7,,7.6,84.9,,3.9,7.58,
175,ม๘ตต(รทย๛ป๊),2007-05-03,9.5,19.4,,5.1,70.9,,5.4,,
175,ม๘ตต(รทย๛ป๊),2007-05-04,13.3,23.7,,3.5,74.8,,5.5,7.08,
175,ม๘ตต(รทย๛ป๊),2007-05-05,13.8,24.3,,4.5,84.3,,7.8,10.38,
175,ม๘ตต(รทย๛ป๊),2007-05-06,11.3,15.7,13.0,5.0,90.8,,10.0,9.78,
175,ม๘ตต(รทย๛ป๊),2007-05-07,9.0,23.3,,7.5,53.0,,2.5,,
175,ม๘ตต(รทย๛ป๊),2007-05-08,13.7,24.5,,6.5,36.4,,1.1,,
175,ม๘ตต(รทย๛ป๊),2007-05-09,9.2,16.1,10.0,7.8,83.9,,7.8,8.58,
175,ม๘ตต(รทย๛ป๊),2007-05-10,8.2,19.6,,7.3,66.3,,4.1,8.57,
175,ม๘ตต(รทย๛ป๊),2007-05-11,11.1,22.6,,6.3,48.8,,4.3,,
175,ม๘ตต(รทย๛ป๊),2007-05-12,9.8,14.1,17.5,6.8,87.9,,8.8,10.17,
175,ม๘ตต(รทย๛ป๊),2007-05-13,8.3,20.8,,6.3,56.1,,0.0,,
175,ม๘ตต(รทย๛ป๊),2007-05-14,11.9,19.1,,6.3,67.5,,5.4,5.22,
175,ม๘ตต(รทย๛ป๊),2007-05-15,11.0,23.2,,3.9,68.3,,7.9,4.2,
175,ม๘ตต(รทย๛ป๊),2007-05-16,12.0,15.6,12.0,9.5,93.3,,10.0,14.72,
175,ม๘ตต(รทย๛ป๊),2007-05-17,9.6,21.0,,7.8,74.4,,4.6,5.25,
175,ม๘ตต(รทย๛ป๊),2007-05-18,9.4,17.2,0.5,8.5,76.3,,5.1,,
175,ม๘ตต(รทย๛ป๊),2007-05-19,9.3,18.6,,7.5,71.1,,1.3,1.5,
175,ม๘ตต(รทย๛ป๊),2007-05-20,11.2,21.3,,3.4,52.0,,0.0,,
175,ม๘ตต(รทย๛ป๊),2007-05-21,11.0,22.4,,4.3,52.1,,5.1,,
175,ม๘ตต(รทย๛ป๊),2007-05-22,13.0,23.6,,4.3,45.8,,4.5,,
175,ม๘ตต(รทย๛ป๊),2007-05-23,13.0,21.5,,7.4,82.9,,8.8,2.4,
175,ม๘ตต(รทย๛ป๊),2007-05-24,15.5,17.7,69.0,9.6,96.0,,10.0,24.0,
175,ม๘ตต(รทย๛ป๊),2007-05-25,13.3,20.9,0.1,8.1,84.3,,5.9,6.25,
175,ม๘ตต(รทย๛ป๊),2007-05-26,13.5,25.2,,6.3,48.4,,3.4,,
175,ม๘ตต(รทย๛ป๊),2007-05-27,13.2,26.0,,6.6,50.9,,5.5,,
175,ม๘ตต(รทย๛ป๊),2007-05-28,11.7,20.3,,10.4,70.3,,2.1,,
175,ม๘ตต(รทย๛ป๊),2007-05-29,12.9,24.8,,5.4,79.1,,5.3,1.83,
175,ม๘ตต(รทย๛ป๊),2007-05-30,10.9,20.5,,6.3,82.4,,3.9,6.57,
175,ม๘ตต(รทย๛ป๊),2007-05-31,12.7,24.6,,4.4,76.3,,4.6,,
175,ม๘ตต(รทย๛ป๊),2007-06-01,12.4,14.9,0.5,7.5,93.3,,9.8,,
175,ม๘ตต(รทย๛ป๊),2007-06-02,12.7,15.5,0.5,7.3,95.8,,10.0,17.67,
175,ม๘ตต(รทย๛ป๊),2007-06-03,13.7,24.1,,4.1,79.9,,4.8,,
175,ม๘ตต(รทย๛ป๊),2007-06-04,14.8,24.6,,3.9,76.5,,5.3,,
175,ม๘ตต(รทย๛ป๊),2007-06-05,15.4,25.6,,4.3,81.0,,5.4,,
175,ม๘ตต(รทย๛ป๊),2007-06-06,14.9,24.3,,5.1,74.8,,3.1,,
175,ม๘ตต(รทย๛ป๊),2007-06-07,15.4,26.2,,4.8,72.0,,2.5,,
175,ม๘ตต(รทย๛ป๊),2007-06-08,15.5,24.2,0.0,4.9,78.6,,7.4,6.83,
175,ม๘ตต(รทย๛ป๊),2007-06-09,13.0,21.3,,3.1,91.4,,8.4,9.83,
175,ม๘ตต(รทย๛ป๊),2007-06-10,12.4,23.8,,2.8,69.8,,4.0,,
175,ม๘ตต(รทย๛ป๊),2007-06-11,14.8,26.0,,2.4,66.4,,5.9,,
175,ม๘ตต(รทย๛ป๊),2007-06-12,14.6,25.2,,5.5,78.8,,4.3,,
