지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),일 최심신적설(cm),평균 전운량(1/10),안개 계속시간(hr),일 미세먼지 농도(㎍/㎥)
264,함양군,2017-03-08,-2.3,5.5,0.1,3.3,64.4,,,,
264,함양군,2017-03-09,0.3,12.1,,3.7,49.4,,,,
264,함양군,2017-03-10,-0.4,15.6,,2.3,41.3,,,,
264,함양군,2017-03-11,-5.2,19.9,,0.6,47.0,,,,
264,함양군,2017-03-12,-3.4,19.4,,1.4,40.9,,,,
264,함양군,2017-03-13,0.6,18.2,,0.8,39.8,,,,
264,함양군,2017-03-14,-0.9,13.1,,2.2,51.8,,,,
264,함양군,2017-03-15,-5.0,15.5,,0.7,50.3,,,,
264,함양군,2017-03-16,-2.8,14.7,,1.1,54.6,,,,
264,함양군,2017-03-17,-4.7,18.6,,0.6,48.5,,,,
264,함양군,2017-03-18,-1.0,18.7,,0.6,50.4,,,,
264,함양군,2017-03-19,-2.8,20.6,,0.7,50.5,,,,
264,함양군,2017-03-20,-1.0,13.8,5.0,0.6,75.9,,,,
264,함양군,2017-03-21,0.6,12.7,1.5,2.5,65.3,,,,
264,함양군,2017-03-22,-2.3,16.7,,0.8,55.0,,,,
264,함양군,2017-03-23,3.0,17.1,,1.2,47.5,,,,
264,함양군,2017-03-24,-0.2,14.7,0.0,0.9,64.4,,,,
264,함양군,2017-03-25,4.8,8.2,5.5,0.6,89.9,,,,
264,함양군,2017-03-26,2.8,12.6,0.0,1.7,68.9,,,,
264,함양군,2017-03-27,0.5,10.4,0.8,2.4,68.5,,,,
264,함양군,2017-03-28,-1.9,15.5,1.5,1.8,57.6,,,,
264,함양군,2017-03-29,4.1,11.7,1.0,0.3,85.1,,,,
264,함양군,2017-03-30,3.0,21.8,,0.7,61.4,,,,
264,함양군,2017-03-31,7.2,14.6,6.0,0.6,79.6,,,,
264,함양군,2017-04-01,2.5,13.8,0.5,0.8,78.9,,,,
264,함양군,2017-04-02,-0.2,16.0,,1.7,56.5,,,,
264,함양군,2017-04-03,1.1,21.4,,1.9,39.6,,,,
264,함양군,2017-04-04,0.3,23.9,,0.7,50.5,,,,
264,함양군,2017-04-05,9.4,15.1,6.0,0.4,79.3,,,,
264,함양군,2017-04-06,9.6,16.9,4.5,0.9,89.4,,,,
264,함양군,2017-04-07,5.4,25.2,,0.8,73.0,,,,
264,함양군,2017-04-08,6.1,26.7,,1.2,66.9,,,,
264,함양군,2017-04-09,9.4,21.3,,1.5,64.6,,,,
264,함양군,2017-04-10,5.6,20.2,0.3,1.6,57.4,,,,
264,함양군,2017-04-11,8.7,18.9,7.5,2.2,71.4,,,,
264,함양군,2017-04-12,8.3,19.6,,3.2,28.4,,,,
264,함양군,2017-04-13,4.4,20.4,,3.3,47.4,,,,
264,함양군,2017-04-14,3.5,21.5,0.0,1.7,58.1,,,,
264,함양군,2017-04-15,9.9,25.5,1.0,2.0,65.0,,,,
264,함양군,2017-04-16,4.8,29.3,,1.0,55.3,,,,
264,함양군,2017-04-17,8.1,16.8,7.0,0.8,86.0,,,,
264,함양군,2017-04-18,7.4,24.0,1.0,2.8,68.1,,,,
264,함양군,2017-04-19,8.8,19.5,,4.1,43.0,,,,
264,함양군,2017-04-20,7.3,17.7,0.5,0.4,71.3,,,,
264,함양군,2017-04-21,6.8,21.8,,0.6,67.1,,,,
264,함양군,2017-04-22,4.1,21.2,0.0,1.0,70.5,,,,
264,함양군,2017-04-23,3.0,23.3,,0.9,68.0,,,,
264,함양군,2017-04-24,3.3,24.3,,1.2,62.8,,,,
264,함양군,2017-04-25,7.5,22.7,1.5,1.5,72.5,,,,
264,함양군,2017-04-26,11.2,21.6,0.5,1.1,61.8,,,,
264,함양군,2017-04-27,4.9,20.1,,2.1,44.9,,,,
264,함양군,2017-04-28,1.9,24.3,,2.8,48.8,,,,
264,함양군,2017-04-29,5.8,26.3,,2.1,46.9,,,,
264,함양군,2017-04-30,10.4,28.7,,2.6,50.3,,,,
264,함양군,2017-05-01,11.0,27.2,,1.8,58.4,,,,
264,함양군,2017-05-02,6.3,25.8,,0.8,58.3,,,,
264,함양군,2017-05-03,5.4,28.6,,0.9,61.4,,,,
264,함양군,2017-05-04,7.5,26.9,0.9,0.9,71.8,,,,
264,함양군,2017-05-05,13.5,22.7,4.0,0.5,90.4,,,,
264,함양군,2017-05-06,10.4,24.0,,2.9,44.5,,,,
264,함양군,2017-05-07,6.4,25.6,,3.3,49.8,,,,
264,함양군,2017-05-08,8.0,26.1,,1.4,56.9,,,,
264,함양군,2017-05-09,12.2,16.1,14.0,1.3,95.1,,,,
264,함양군,2017-05-10,10.5,18.6,0.1,1.4,88.6,,,,
264,함양군,2017-05-11,10.1,27.3,5.5,1.2,80.0,,,,
264,함양군,2017-05-12,11.8,19.0,0.6,0.4,94.6,,,,
264,함양군,2017-05-13,10.7,26.5,,2.3,74.4,,,,
264,함양군,2017-05-14,9.0,23.0,,2.9,52.5,,,,
264,함양군,2017-05-15,7.4,22.5,,3.0,60.0,,,,
264,함양군,2017-05-16,8.5,23.3,,1.0,67.3,,,,
264,함양군,2017-05-17,6.4,25.2,,0.4,71.5,,,,
264,함양군,2017-05-18,8.0,27.8,,1.1,64.6,,,,
264,함양군,2017-05-19,8.5,30.6,,2.0,51.5,,,,
264,함양군,2017-05-20,9.2,29.9,,1.0,58.4,,,,
264,함양군,2017-05-21,10.0,27.3,,1.0,64.8,,,,
264,함양군,2017-05-22,9.0,29.7,,0.8,66.4,,,,
264,함양군,2017-05-23,11.2,27.2,,1.0,71.6,,,,
264,함양군,2017-05-24,14.2,26.7,0.6,0.7,79.3,,,,
264,함양군,2017-05-25,12.2,28.5,,2.4,58.9,,,,
264,함양군,2017-05-26,8.2,22.5,,2.6,56.5,,,,
264,함양군,2017-05-27,5.8,27.2,,0.9,63.3,,,,
264,함양군,2017-05-28,9.4,30.2,,1.7,56.1,,,,
264,함양군,2017-05-29,16.7,33.0,,2.9,44.6,,,,
264,함양군,2017-05-30,11.6,30.8,,1.0,62.3,,,,
264,함양군,2017-05-31,13.5,29.5,0.1,0.8,73.6,,,,
264,함양군,2017-06-01,15.2,30.2,,2.2,70.6,,,,
264,함양군,2017-06-02,8.8,28.0,,1.7,56.9,,,,
264,함양군,2017-06-03,12.6,25.8,0.0,2.3,56.0,,,,
264,함양군,2017-06-04,8.1,28.5,,0.8,56.4,,,,
264,함양군,2017-06-05,9.7,30.0,,1.2,56.1,,,,
264,함양군,2017-06-06,14.0,21.3,5.2,1.8,78.4,,,,
264,함양군,2017-06-07,16.4,22.8,0.7,2.4,85.8,,,,
264,함양군,2017-06-08,14.8,28.1,,2.6,62.1,,,,
264,함양군,2017-06-09,11.1,29.3,,2.1,58.5,,,,
264,함양군,2017-06-10,16.8,28.4,,2.2,70.0,,,,
264,함양군,2017-06-11,18.3,30.1,0.0,1.2,65.1,,,,
264,함양군,2017-06-12,13.9,25.6,0.0,1.4,62.3,,,,
264,함양군,2017-06-13,14.1,25.5,1.0,0.7,80.9,,,,
264,함양군,2017-06-14,11.5,28.3,,1.2,68.8,,,,
264,함양군,2017-06-15,13.0,31.1,,2.3,52.6,,,,
264,함양군,2017-06-16,12.8,32.3,,1.0,67.1,,,,
264,함양군,2017-06-17,14.6,33.0,,0.7,65.0,,,,
264,함양군,2017-06-18,13.8,35.0,,1.2,57.4,,,,
264,함양군,2017-06-19,14.1,34.3,,1.4,56.6,,,,
264,함양군,2017-06-20,16.3,27.0,0.4,0.8,76.3,,,,
264,함양군,2017-06-21,15.3,31.0,,1.7,70.8,,,,
264,함양군,2017-06-22,16.7,32.4,,1.0,63.9,,,,
264,함양군,2017-06-23,17.6,33.4,,0.9,64.9,,,,
264,함양군,2017-06-24,16.9,30.9,0.2,1.1,73.6,,,,
264,함양군,2017-06-25,17.8,29.8,11.0,1.0,80.4,,,,
264,함양군,2017-06-26,18.9,27.4,7.0,1.3,86.4,,,,
264,함양군,2017-06-27,18.6,27.9,0.5,0.9,83.6,,,,
264,함양군,2017-06-28,16.8,30.9,0.0,1.0,76.4,,,,
264,함양군,2017-06-29,19.3,28.2,0.5,1.0,82.1,,,,
264,함양군,2017-06-30,19.0,30.4,1.5,0.9,84.5,,,,
264,함양군,2017-07-01,21.9,30.5,0.5,0.6,86.0,,,,
264,함양군,2017-07-02,22.8,28.8,0.5,0.5,91.1,,,,
264,함양군,2017-07-03,23.1,31.7,14.5,1.8,84.6,,,,
264,함양군,2017-07-04,22.5,29.0,4.5,0.9,90.5,,,,
264,함양군,2017-07-05,21.8,33.5,0.0,0.8,84.1,,,,
264,함양군,2017-07-06,21.8,29.7,19.0,0.5,93.8,,,,
264,함양군,2017-07-07,23.0,29.2,3.5,0.3,93.4,,,,
264,함양군,2017-07-08,22.6,30.4,34.5,0.4,94.9,,,,
264,함양군,2017-07-09,22.7,32.9,21.0,0.5,91.9,,,,
264,함양군,2017-07-10,23.7,30.6,0.2,0.4,94.4,,,,
264,함양군,2017-07-11,23.0,32.4,1.0,1.6,81.4,,,,
264,함양군,2017-07-12,21.7,34.1,,1.0,79.3,,,,
264,함양군,2017-07-13,20.9,34.3,,1.2,77.6,,,,
264,함양군,2017-07-14,20.6,32.0,2.0,0.5,92.0,,,,
264,함양군,2017-07-15,21.3,27.3,20.5,0.5,95.4,,,,
264,함양군,2017-07-16,21.7,32.0,,1.3,84.6,,,,
264,함양군,2017-07-17,22.1,31.2,11.0,1.1,88.3,,,,
264,함양군,2017-07-18,22.0,29.3,3.0,0.6,94.8,,,,
264,함양군,2017-07-19,21.0,34.4,,0.5,82.3,,,,
264,함양군,2017-07-20,22.5,34.6,,1.0,84.6,,,,
264,함양군,2017-07-21,23.7,35.2,0.0,1.0,82.4,,,,
264,함양군,2017-07-22,24.2,35.1,,0.9,80.9,,,,
264,함양군,2017-07-23,24.5,30.8,0.0,0.9,88.4,,,,
264,함양군,2017-07-24,25.0,33.5,1.0,0.8,91.1,,,,
264,함양군,2017-07-25,23.9,34.0,8.0,1.2,90.9,,,,
264,함양군,2017-07-26,20.3,31.5,,0.7,80.4,,,,
264,함양군,2017-07-27,18.2,33.5,,0.5,77.1,,,,
264,함양군,2017-07-28,20.7,34.0,0.0,0.8,82.8,,,,
264,함양군,2017-07-29,23.7,29.8,4.0,0.7,92.5,,,,
264,함양군,2017-07-30,23.0,30.9,0.2,0.3,92.4,,,,
264,함양군,2017-07-31,22.3,28.0,12.5,0.5,97.8,,,,
264,함양군,2017-08-01,21.8,34.1,0.0,0.6,85.9,,,,
264,함양군,2017-08-02,23.8,32.9,,0.4,90.6,,,,
264,함양군,2017-08-03,21.8,33.1,,1.2,81.1,,,,
264,함양군,2017-08-04,23.6,35.1,,0.8,82.0,,,,
264,함양군,2017-08-05,22.5,36.3,,1.0,79.3,,,,
264,함양군,2017-08-06,22.9,36.3,,0.9,75.8,,,,
264,함양군,2017-08-07,22.9,34.5,,1.3,77.5,,,,
264,함양군,2017-08-08,21.4,32.6,0.0,0.9,83.4,,,,
264,함양군,2017-08-09,23.2,28.0,4.0,0.3,95.1,,,,
264,함양군,2017-08-10,23.5,32.6,0.2,1.6,83.0,,,,
264,함양군,2017-08-11,21.1,33.5,3.5,0.6,87.9,,,,
264,함양군,2017-08-12,22.2,31.9,,0.8,80.6,,,,
264,함양군,2017-08-13,21.1,26.5,6.5,0.8,89.1,,,,
264,함양군,2017-08-14,20.8,22.6,48.0,0.9,98.6,,,,
264,함양군,2017-08-15,21.3,24.0,8.0,0.3,98.5,,,,
264,함양군,2017-08-16,22.6,31.9,0.1,0.6,87.4,,,,
264,함양군,2017-08-17,22.1,32.0,,0.9,83.6,,,,
264,함양군,2017-08-18,20.2,32.0,,0.5,85.9,,,,
264,함양군,2017-08-19,20.6,30.4,0.5,0.6,92.3,,,,
264,함양군,2017-08-20,22.7,28.1,7.0,1.2,96.5,,,,
264,함양군,2017-08-21,22.3,29.3,42.5,0.4,96.6,,,,
264,함양군,2017-08-22,21.7,30.8,0.5,0.5,92.4,,,,
264,함양군,2017-08-23,23.0,34.4,2.5,0.7,90.5,,,,
264,함양군,2017-08-24,23.1,32.6,0.5,1.9,85.4,,,,
264,함양군,2017-08-25,18.9,33.3,1.5,0.6,79.5,,,,
264,함양군,2017-08-26,14.7,30.6,,0.6,70.6,,,,
264,함양군,2017-08-27,13.2,30.5,,0.4,79.0,,,,
264,함양군,2017-08-28,15.9,29.8,,0.8,89.4,,,,
264,함양군,2017-08-29,16.5,29.8,6.5,1.6,72.6,,,,
264,함양군,2017-08-30,15.0,25.0,0.0,0.4,80.5,,,,
264,함양군,2017-08-31,11.7,29.2,,0.5,76.5,,,,
264,함양군,2017-09-01,13.7,28.6,,0.5,79.9,,,,
264,함양군,2017-09-02,11.6,25.4,,0.4,84.4,,,,
264,함양군,2017-09-03,11.8,27.8,,0.6,79.5,,,,
264,함양군,2017-09-04,14.7,27.7,,0.5,83.9,,,,
264,함양군,2017-09-05,16.2,21.3,0.9,0.3,96.8,,,,
264,함양군,2017-09-06,17.5,25.0,17.0,0.3,97.5,,,,
264,함양군,2017-09-07,17.3,27.8,0.5,0.8,87.4,,,,
264,함양군,2017-09-08,14.8,29.1,,0.8,85.1,,,,
264,함양군,2017-09-09,15.0,29.6,,0.3,87.0,,,,
264,함양군,2017-09-10,15.5,29.2,,0.9,83.4,,,,
264,함양군,2017-09-11,17.8,22.6,51.5,0.7,97.9,,,,
264,함양군,2017-09-12,15.9,29.0,,1.5,80.4,,,,
264,함양군,2017-09-13,10.8,28.2,,0.7,76.8,,,,
264,함양군,2017-09-14,10.0,27.6,,0.5,81.6,,,,
264,함양군,2017-09-15,13.1,24.4,,1.4,77.0,,,,
264,함양군,2017-09-16,12.6,24.5,,0.8,81.5,,,,
264,함양군,2017-09-17,16.3,26.6,,1.1,85.0,,,,
264,함양군,2017-09-18,13.7,27.0,,1.2,79.5,,,,
264,함양군,2017-09-19,13.3,27.7,,1.5,82.3,,,,
264,함양군,2017-09-20,11.3,24.1,0.0,2.2,75.6,,,,
264,함양군,2017-09-21,8.5,26.2,,0.5,83.0,,,,
264,함양군,2017-09-22,10.5,27.1,,0.6,81.5,,,,
264,함양군,2017-09-23,12.0,27.8,,0.3,83.4,,,,
264,함양군,2017-09-24,12.3,28.7,,0.5,86.8,,,,
264,함양군,2017-09-25,13.9,29.6,,0.5,84.1,,,,
264,함양군,2017-09-26,13.9,28.9,,0.8,83.3,,,,
264,함양군,2017-09-27,16.2,20.6,28.0,0.5,97.8,,,,
264,함양군,2017-09-28,13.9,26.1,,1.5,74.8,,,,
264,함양군,2017-09-29,8.8,22.3,,0.9,71.0,,,,
264,함양군,2017-09-30,4.6,26.2,,0.3,78.3,,,,
264,함양군,2017-10-01,7.8,18.3,16.5,0.9,96.4,,,,
264,함양군,2017-10-02,16.7,26.8,22.0,0.6,93.5,,,,
264,함양군,2017-10-03,15.2,27.2,,0.9,81.6,,,,
264,함양군,2017-10-04,15.1,23.9,0.0,0.9,80.9,,,,
264,함양군,2017-10-05,12.8,19.2,1.6,0.7,87.6,,,,
264,함양군,2017-10-06,13.0,17.8,5.0,0.2,97.8,,,,
264,함양군,2017-10-07,14.4,25.1,,0.5,92.6,,,,
264,함양군,2017-10-08,14.7,27.3,,0.4,89.3,,,,
264,함양군,2017-10-09,14.6,29.2,,0.5,88.8,,,,
264,함양군,2017-10-10,15.2,29.3,,0.8,87.0,,,,
264,함양군,2017-10-11,16.2,23.4,0.1,1.7,91.5,,,,
264,함양군,2017-10-12,10.5,16.6,15.5,0.2,97.1,,,,
264,함양군,2017-10-13,6.1,21.1,,0.5,81.0,,,,
264,함양군,2017-10-14,8.1,22.4,,0.5,78.1,,,,
264,함양군,2017-10-15,10.3,18.2,0.3,0.5,88.1,,,,
264,함양군,2017-10-16,9.2,18.5,0.0,0.3,90.4,,,,
264,함양군,2017-10-17,7.4,21.6,,0.5,88.5,,,,
264,함양군,2017-10-18,11.7,18.6,0.1,0.5,88.0,,,,
264,함양군,2017-10-19,9.6,20.5,,0.3,87.1,,,,
264,함양군,2017-10-20,7.5,23.2,,0.4,86.0,,,,
264,함양군,2017-10-21,6.1,22.9,,0.5,85.3,,,,
264,함양군,2017-10-22,5.1,22.5,,1.7,70.5,,,,
264,함양군,2017-10-23,4.4,19.6,,0.5,79.3,,,,
264,함양군,2017-10-24,4.6,16.2,0.1,0.3,91.1,,,,
264,함양군,2017-10-25,4.0,21.1,,0.4,84.4,,,,
264,함양군,2017-10-26,4.5,20.7,,0.3,87.8,,,,
264,함양군,2017-10-27,6.8,22.9,,0.2,84.9,,,,
264,함양군,2017-10-28,4.4,20.8,,0.2,90.4,,,,
264,함양군,2017-10-29,7.4,20.8,,1.9,74.6,,,,
264,함양군,2017-10-30,1.4,15.4,,1.8,50.4,,,,
264,함양군,2017-10-31,-2.9,19.3,,0.5,76.0,,,,
264,함양군,2017-11-01,-0.9,20.2,,0.6,81.0,,,,
264,함양군,2017-11-02,3.4,20.2,,0.4,82.5,,,,
264,함양군,2017-11-03,4.3,20.4,0.0,2.0,80.4,,,,
264,함양군,2017-11-04,1.4,15.2,,1.5,64.5,,,,
264,함양군,2017-11-05,-2.3,18.4,,0.4,78.3,,,,
264,함양군,2017-11-06,-3.0,20.4,,0.9,73.4,,,,
264,함양군,2017-11-07,6.6,22.3,,1.0,83.5,,,,
264,함양군,2017-11-08,5.0,21.0,0.0,2.6,71.1,,,,
264,함양군,2017-11-09,-0.6,19.8,,0.4,75.3,,,,
264,함양군,2017-11-10,0.0,20.9,0.2,2.2,75.9,,,,
264,함양군,2017-11-11,-1.3,14.3,,2.7,56.0,,,,
264,함양군,2017-11-12,-3.3,15.1,,0.4,68.8,,,,
264,함양군,2017-11-13,-2.8,16.8,,0.7,74.0,,,,
264,함양군,2017-11-14,1.9,15.9,,2.3,55.5,,,,
264,함양군,2017-11-15,1.6,11.3,0.0,3.0,52.4,,,,
264,함양군,2017-11-16,-2.6,11.6,,1.4,63.0,,,,
264,함양군,2017-11-17,-4.9,12.5,0.0,0.3,66.0,,,,
264,함양군,2017-11-18,-1.6,10.5,0.0,3.3,46.1,,,,
264,함양군,2017-11-19,-2.1,7.1,,2.5,46.6,,,,
264,함양군,2017-11-20,-2.2,10.0,,2.2,56.9,,,,
264,함양군,2017-11-21,-4.4,11.5,,0.7,74.5,,,,
264,함양군,2017-11-22,-1.1,13.1,0.0,1.5,72.1,,,,
264,함양군,2017-11-23,-3.2,6.0,0.5,1.3,83.1,,,,
264,함양군,2017-11-24,-2.7,7.2,1.0,2.4,81.8,,,,
264,함양군,2017-11-25,-5.4,11.1,,0.5,83.1,,,,
264,함양군,2017-11-26,-1.2,15.5,0.2,1.8,77.8,,,,
264,함양군,2017-11-27,-4.9,13.9,,0.2,86.4,,,,
264,함양군,2017-11-28,-2.0,16.3,0.0,0.9,84.1,,,,
264,함양군,2017-11-29,3.5,14.7,,2.1,56.0,,,,
264,함양군,2017-11-30,-1.2,8.6,,3.0,30.5,,,,
264,함양군,2017-12-01,-6.1,5.6,,1.9,50.1,,,,
264,함양군,2017-12-02,-7.3,9.5,,0.7,68.3,,,,
264,함양군,2017-12-03,-6.1,12.7,,0.7,81.1,,,,
264,함양군,2017-12-04,-1.3,6.9,0.0,2.4,66.3,,,,
264,함양군,2017-12-05,-7.0,3.1,,2.4,57.4,,,,
264,함양군,2017-12-06,-8.4,6.6,0.0,0.4,84.8,,,,
264,함양군,2017-12-07,-5.6,7.8,0.1,0.8,83.0,,,,
264,함양군,2017-12-08,-6.4,3.0,,2.6,54.8,,,,
264,함양군,2017-12-09,-4.9,5.0,0.0,1.3,83.5,,,,
264,함양군,2017-12-10,-1.5,9.0,2.0,1.9,83.3,,,,
264,함양군,2017-12-11,-4.3,2.9,0.0,3.7,66.6,,,,
264,함양군,2017-12-12,-9.2,0.2,,2.4,56.3,,,,
264,함양군,2017-12-13,-10.6,2.6,,1.9,48.0,,,,
264,함양군,2017-12-14,-14.0,5.7,,0.2,59.9,,,,
264,함양군,2017-12-15,-10.1,7.7,,1.1,53.4,,,,
264,함양군,2017-12-16,-3.7,4.0,0.0,3.1,54.9,,,,
264,함양군,2017-12-17,-10.1,2.3,,2.1,59.9,,,,
264,함양군,2017-12-18,-9.9,5.9,0.0,1.6,73.3,,,,
264,함양군,2017-12-19,-6.4,4.3,,3.0,55.3,,,,
264,함양군,2017-12-20,-9.0,6.7,0.0,1.0,73.0,,,,
264,함양군,2017-12-21,-6.8,7.2,,1.6,68.5,,,,
264,함양군,2017-12-22,-9.3,8.6,,1.0,79.5,,,,
264,함양군,2017-12-23,-7.1,13.2,,0.5,79.6,,,,
264,함양군,2017-12-24,-0.2,11.0,16.5,1.8,84.1,,,,
264,함양군,2017-12-25,-1.5,4.0,0.0,3.6,55.8,,,,
264,함양군,2017-12-26,-3.7,4.9,0.0,4.1,62.0,,,,
264,함양군,2017-12-27,-5.2,3.0,,3.7,35.0,,,,
264,함양군,2017-12-28,-6.6,6.0,,0.8,60.4,,,,
264,함양군,2017-12-29,-4.1,9.6,0.0,2.2,71.9,,,,
264,함양군,2017-12-30,-3.7,6.9,0.0,0.3,84.8,,,,
264,함양군,2017-12-31,-3.3,6.4,0.3,2.6,58.9,,,,
264,함양군,2018-01-01,-5.2,6.4,,1.4,57.8,,,,
264,함양군,2018-01-02,-8.1,7.5,0.0,1.4,73.4,,,,
264,함양군,2018-01-03,-4.8,4.1,,2.7,49.1,,,,
264,함양군,2018-01-04,-3.1,5.5,,0.9,49.5,,,,
264,함양군,2018-01-05,-1.0,5.0,,2.8,55.9,,,,
264,함양군,2018-01-06,-6.5,7.4,,2.5,57.3,,,,
264,함양군,2018-01-07,-9.2,4.0,0.5,0.1,77.0,,,,
264,함양군,2018-01-08,-0.8,6.2,2.0,1.7,89.9,,,,
264,함양군,2018-01-09,-2.2,1.4,0.5,3.9,77.5,,,,
264,함양군,2018-01-10,-6.6,-0.1,1.5,2.4,77.8,,,,
264,함양군,2018-01-11,-9.8,-3.9,,2.8,66.4,,,,
264,함양군,2018-01-12,-11.8,-2.9,,2.7,65.0,,,,
264,함양군,2018-01-13,-8.6,3.8,0.0,1.7,75.8,,,,
264,함양군,2018-01-14,-9.6,8.1,,0.3,84.1,,,,
264,함양군,2018-01-15,-3.0,10.8,,1.4,82.6,,,,
264,함양군,2018-01-16,-3.8,6.4,13.0,0.1,96.9,,,,
264,함양군,2018-01-17,-0.8,8.3,4.5,0.6,94.9,,,,
264,함양군,2018-01-18,-2.7,9.2,,2.0,81.6,,,,
264,함양군,2018-01-19,-5.6,10.1,,0.6,71.9,,,,
264,함양군,2018-01-20,-7.9,8.9,,0.8,77.8,,,,
264,함양군,2018-01-21,-6.6,9.5,,0.3,70.8,,,,
264,함양군,2018-01-22,-0.6,8.9,1.5,1.6,75.9,,,,
264,함양군,2018-01-23,-7.7,1.3,0.0,4.0,53.9,,,,
264,함양군,2018-01-24,-11.9,-4.1,,3.3,43.8,,,,
264,함양군,2018-01-25,-11.5,-3.0,,4.2,44.8,,,,
264,함양군,2018-01-26,-12.1,-2.8,,5.1,49.8,,,,
264,함양군,2018-01-27,-16.0,5.6,,0.4,58.9,,,,
264,함양군,2018-01-28,-4.0,3.6,,3.2,42.4,,,,
264,함양군,2018-01-29,-7.5,-0.4,,3.0,50.9,,,,
264,함양군,2018-01-30,-12.6,2.4,,1.7,61.3,,,,
264,함양군,2018-01-31,-9.2,6.1,,1.4,69.4,,,,
264,함양군,2018-02-01,-9.9,5.7,,0.9,63.5,,,,
264,함양군,2018-02-02,-12.2,5.2,,0.9,60.8,,,,
264,함양군,2018-02-03,-8.5,-0.1,0.0,3.3,55.5,,,,
264,함양군,2018-02-04,-8.3,-1.8,,3.2,45.1,,,,
264,함양군,2018-02-05,-8.3,-1.7,,3.4,47.8,,,,
264,함양군,2018-02-06,-14.2,-2.8,,2.6,52.3,,,,
264,함양군,2018-02-07,-13.5,0.7,,2.3,50.3,,,,
264,함양군,2018-02-08,-14.3,7.0,,0.4,58.5,,,,
264,함양군,2018-02-09,-10.2,11.0,,1.0,61.9,,,,
264,함양군,2018-02-10,-4.0,7.9,,3.6,54.4,,,,
264,함양군,2018-02-11,-5.2,0.1,0.0,3.3,68.4,,,,
264,함양군,2018-02-12,-6.9,-0.1,0.3,3.8,73.9,,,,
264,함양군,2018-02-13,-6.9,4.2,0.0,2.7,61.5,,,,
264,함양군,2018-02-14,-9.3,13.2,,1.9,74.5,,,,
264,함양군,2018-02-15,-3.3,11.2,,1.3,46.1,,,,
264,함양군,2018-02-16,-6.1,10.2,,2.1,48.5,,,,
264,함양군,2018-02-17,-3.7,7.8,,3.4,29.4,,,,
264,함양군,2018-02-18,-6.9,10.4,,0.4,42.6,,,,
264,함양군,2018-02-19,-3.4,12.5,,0.5,47.5,,,,
264,함양군,2018-02-20,-7.9,11.6,,1.1,55.5,,,,
264,함양군,2018-02-21,-4.0,6.5,,2.0,30.9,,,,
264,함양군,2018-02-22,-10.0,8.0,,0.9,56.8,,,,
264,함양군,2018-02-23,-6.0,10.4,0.0,1.6,66.0,,,,
264,함양군,2018-02-24,-1.4,13.7,,1.0,70.5,,,,
264,함양군,2018-02-25,-2.9,12.1,,0.8,63.0,,,,
264,함양군,2018-02-26,-7.6,15.1,,0.8,54.4,,,,
264,함양군,2018-02-27,-6.5,15.2,,0.8,58.0,,,,
264,함양군,2018-02-28,0.5,8.9,35.5,1.1,85.0,,,,
264,함양군,2018-03-01,-1.5,6.1,0.3,5.8,63.6,,,,
264,함양군,2018-03-02,-6.0,12.7,,1.5,49.0,,,,
264,함양군,2018-03-03,-3.3,18.0,,0.6,65.3,,,,
264,함양군,2018-03-04,0.6,20.9,10.5,1.2,86.4,,,,
264,함양군,2018-03-05,3.8,13.0,11.5,1.2,92.5,,,,
264,함양군,2018-03-06,-1.3,14.3,,0.6,73.6,,,,
264,함양군,2018-03-07,0.9,7.5,10.5,0.9,84.0,,,,
264,함양군,2018-03-08,0.2,6.0,25.0,1.1,91.5,,,,
264,함양군,2018-03-09,-0.5,10.0,,0.9,80.1,,,,
264,함양군,2018-03-10,-2.3,13.5,,1.5,64.9,,,,
264,함양군,2018-03-11,-1.8,15.8,,1.2,62.1,,,,
264,함양군,2018-03-12,-3.3,19.4,,0.7,71.1,,,,
264,함양군,2018-03-13,-0.8,21.4,,1.6,71.4,,,,
264,함양군,2018-03-14,2.7,23.5,,0.9,76.3,,,,
264,함양군,2018-03-15,9.9,15.6,24.5,0.4,96.8,,,,
264,함양군,2018-03-16,0.2,14.9,0.2,1.7,81.8,,,,
264,함양군,2018-03-17,-1.7,15.1,,0.6,72.6,,,,
264,함양군,2018-03-18,-1.7,15.7,6.5,0.4,87.9,,,,
264,함양군,2018-03-19,5.6,11.6,26.0,1.0,96.4,,,,
264,함양군,2018-03-20,0.3,9.4,0.5,2.5,66.1,,,,
264,함양군,2018-03-21,-0.2,2.2,9.5,0.7,96.0,,,,
264,함양군,2018-03-22,0.3,12.2,,1.7,74.5,,,,
264,함양군,2018-03-23,-3.2,15.0,,1.1,67.3,,,,
264,함양군,2018-03-24,0.0,16.9,,2.3,62.9,,,,
264,함양군,2018-03-25,1.1,20.5,,1.6,65.0,,,,
264,함양군,2018-03-26,-0.8,21.5,,1.5,64.5,,,,
264,함양군,2018-03-27,1.0,22.6,,1.6,64.9,,,,
264,함양군,2018-03-28,1.9,23.4,,2.0,61.0,,,,
264,함양군,2018-03-29,7.5,24.8,,1.4,69.4,,,,
264,함양군,2018-03-30,6.9,21.6,,1.0,66.5,,,,
264,함양군,2018-03-31,4.0,24.2,,1.4,65.8,,,,
264,함양군,2018-04-01,7.0,22.9,,1.4,76.4,,,,
