ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%),ÀÏ ÃÖ½É½ÅÀû¼³(cm),Æò±Õ Àü¿î·®(1/10),¾È°³ °è¼Ó½Ã°£(hr),ÀÏ ¹Ì¼¼¸ÕÁö ³óµµ(§¶/§©)
104,ºÏ°­¸ª,2016-03-02,-2.3,9.8,,3.1,48.8,,2.0,,
104,ºÏ°­¸ª,2016-03-03,1.5,13.7,,1.9,67.0,,0.9,,
104,ºÏ°­¸ª,2016-03-04,2.7,6.7,0.0,1.4,86.8,,8.9,,
104,ºÏ°­¸ª,2016-03-05,3.9,9.8,6.5,1.2,87.8,,10.0,,
104,ºÏ°­¸ª,2016-03-06,4.1,11.2,,1.2,83.5,,4.6,5.0,
104,ºÏ°­¸ª,2016-03-07,3.0,10.3,,1.1,69.4,,5.3,,
104,ºÏ°­¸ª,2016-03-08,3.2,9.3,,1.5,50.5,,8.1,,
104,ºÏ°­¸ª,2016-03-09,-0.9,4.9,13.0,1.7,73.1,6.5,9.3,,
104,ºÏ°­¸ª,2016-03-10,-2.5,2.7,,1.8,60.5,,2.9,,
104,ºÏ°­¸ª,2016-03-11,-3.7,3.5,,1.5,41.1,,0.0,,
104,ºÏ°­¸ª,2016-03-12,-2.8,7.2,,1.7,42.1,,3.9,,
104,ºÏ°­¸ª,2016-03-13,1.7,9.1,,1.3,54.3,,6.8,,
104,ºÏ°­¸ª,2016-03-14,-0.4,6.3,0.9,1.2,67.6,,4.0,,
104,ºÏ°­¸ª,2016-03-15,-1.0,11.3,,1.8,44.0,,3.4,,
104,ºÏ°­¸ª,2016-03-16,6.5,18.1,,1.6,27.0,,3.8,,
104,ºÏ°­¸ª,2016-03-17,8.6,19.0,,2.0,27.4,,5.5,,
104,ºÏ°­¸ª,2016-03-18,9.3,20.1,,1.4,46.6,,5.8,,
104,ºÏ°­¸ª,2016-03-19,5.7,13.2,,1.3,65.4,,2.9,,
104,ºÏ°­¸ª,2016-03-20,3.2,8.7,0.0,1.3,72.3,,6.4,,
104,ºÏ°­¸ª,2016-03-21,0.8,13.3,,1.5,63.6,,0.1,,
104,ºÏ°­¸ª,2016-03-22,5.3,15.7,,1.9,54.1,,6.5,,
104,ºÏ°­¸ª,2016-03-23,2.4,5.9,9.2,1.3,91.4,,9.9,,
104,ºÏ°­¸ª,2016-03-24,2.1,7.2,0.0,1.8,71.3,,6.8,,
104,ºÏ°­¸ª,2016-03-25,1.1,8.7,0.0,1.3,74.9,,5.3,,
104,ºÏ°­¸ª,2016-03-26,2.0,11.8,,1.7,58.1,,1.1,,
104,ºÏ°­¸ª,2016-03-27,3.6,13.7,,1.9,41.4,,1.0,,
104,ºÏ°­¸ª,2016-03-28,6.8,17.3,,2.7,29.3,,1.4,,
104,ºÏ°­¸ª,2016-03-29,11.3,20.4,0.0,3.3,34.0,,6.1,,
104,ºÏ°­¸ª,2016-03-30,7.0,20.0,,2.3,34.4,,0.3,,
104,ºÏ°­¸ª,2016-03-31,8.2,21.2,,1.6,27.9,,4.5,,
104,ºÏ°­¸ª,2016-04-01,7.9,17.8,,1.8,63.6,,6.0,,
104,ºÏ°­¸ª,2016-04-02,7.6,15.3,,1.4,83.3,,6.4,,
104,ºÏ°­¸ª,2016-04-03,6.9,11.5,1.5,1.6,90.6,,9.6,,
104,ºÏ°­¸ª,2016-04-04,6.6,12.8,,1.4,81.8,,4.9,,
104,ºÏ°­¸ª,2016-04-05,6.8,22.2,,2.3,27.8,,1.0,,
104,ºÏ°­¸ª,2016-04-06,8.9,16.8,0.4,1.6,54.8,,7.5,,
104,ºÏ°­¸ª,2016-04-07,10.2,16.8,18.2,1.4,84.3,,6.8,0.5,
104,ºÏ°­¸ª,2016-04-08,10.3,22.7,,2.8,32.1,,0.1,,
104,ºÏ°­¸ª,2016-04-09,11.5,24.6,,2.9,40.0,,3.0,,
104,ºÏ°­¸ª,2016-04-10,5.2,17.5,3.0,2.0,76.4,,9.6,,
104,ºÏ°­¸ª,2016-04-11,4.2,10.5,4.7,1.6,75.3,,7.1,,
104,ºÏ°­¸ª,2016-04-12,3.7,16.4,,1.7,65.6,,7.3,,
104,ºÏ°­¸ª,2016-04-13,10.3,19.4,0.0,1.5,60.5,,4.9,,
104,ºÏ°­¸ª,2016-04-14,9.0,21.8,,1.7,60.6,,3.8,4.0,
104,ºÏ°­¸ª,2016-04-15,5.3,17.9,,1.8,61.6,,0.3,,
104,ºÏ°­¸ª,2016-04-16,10.4,26.5,15.0,1.9,52.1,,7.4,,
104,ºÏ°­¸ª,2016-04-17,10.8,17.4,3.8,5.0,53.3,,4.6,,
104,ºÏ°­¸ª,2016-04-18,6.5,20.1,2.4,3.4,45.9,,4.1,,
104,ºÏ°­¸ª,2016-04-19,5.8,16.0,,1.4,66.0,,3.5,,
104,ºÏ°­¸ª,2016-04-20,8.7,24.0,2.0,2.5,42.3,,8.1,,
104,ºÏ°­¸ª,2016-04-21,10.7,14.6,19.4,1.3,96.9,,9.3,2.0,
104,ºÏ°­¸ª,2016-04-22,10.5,28.0,,3.0,44.4,,2.9,0.67,
104,ºÏ°­¸ª,2016-04-23,12.0,19.5,,2.1,26.5,,6.8,,
104,ºÏ°­¸ª,2016-04-24,7.3,16.6,,1.9,45.0,,2.0,,
104,ºÏ°­¸ª,2016-04-25,6.9,25.5,,1.5,45.1,,0.4,,
104,ºÏ°­¸ª,2016-04-26,9.0,19.9,,3.1,71.1,,6.4,,
104,ºÏ°­¸ª,2016-04-27,8.3,10.7,,2.7,80.8,,9.9,,
104,ºÏ°­¸ª,2016-04-28,6.4,12.0,,1.9,77.9,,6.8,,
104,ºÏ°­¸ª,2016-04-29,6.0,19.4,,1.4,56.8,,4.4,,
104,ºÏ°­¸ª,2016-04-30,12.0,24.9,,2.8,41.1,,8.4,,
104,ºÏ°­¸ª,2016-05-01,10.4,23.0,,1.6,62.0,,3.8,0.5,
104,ºÏ°­¸ª,2016-05-02,8.7,21.1,0.7,1.1,81.3,,6.4,4.5,
104,ºÏ°­¸ª,2016-05-03,12.4,25.9,0.9,3.6,65.5,,7.8,,
104,ºÏ°­¸ª,2016-05-04,11.8,20.5,0.0,6.9,37.6,,5.8,,
104,ºÏ°­¸ª,2016-05-05,15.2,26.4,,2.9,28.5,,4.3,,
104,ºÏ°­¸ª,2016-05-06,11.9,24.9,0.0,2.1,64.8,,6.1,,
104,ºÏ°­¸ª,2016-05-07,13.9,26.4,,2.2,41.1,,3.0,,
104,ºÏ°­¸ª,2016-05-08,12.3,20.2,,1.1,60.8,,4.5,,
104,ºÏ°­¸ª,2016-05-09,12.6,22.8,,1.0,68.4,,8.3,,
104,ºÏ°­¸ª,2016-05-10,10.2,16.4,28.4,2.4,95.4,,10.0,,
104,ºÏ°­¸ª,2016-05-11,9.8,17.0,2.4,1.7,71.3,,3.0,,
104,ºÏ°­¸ª,2016-05-12,14.4,28.1,,2.8,43.8,,3.0,,
104,ºÏ°­¸ª,2016-05-13,8.5,20.7,,2.6,55.0,,3.8,,
104,ºÏ°­¸ª,2016-05-14,8.0,18.3,,1.7,72.5,,3.8,,
104,ºÏ°­¸ª,2016-05-15,10.5,16.7,0.5,1.5,87.9,,7.8,,
104,ºÏ°­¸ª,2016-05-16,11.2,23.3,1.2,3.2,41.5,,4.4,,
104,ºÏ°­¸ª,2016-05-17,13.9,28.2,,2.0,31.3,,0.0,,
104,ºÏ°­¸ª,2016-05-18,17.9,28.5,,1.8,34.0,,1.3,,
104,ºÏ°­¸ª,2016-05-19,15.1,27.1,,1.2,41.8,,0.3,,
104,ºÏ°­¸ª,2016-05-20,12.0,22.4,,1.0,62.8,,0.5,,
104,ºÏ°­¸ª,2016-05-21,11.2,23.5,,1.0,58.3,,3.1,,
104,ºÏ°­¸ª,2016-05-22,12.0,22.6,,1.4,61.0,,3.1,,
104,ºÏ°­¸ª,2016-05-23,12.9,22.0,,1.1,82.0,,6.5,,
104,ºÏ°­¸ª,2016-05-24,14.8,23.4,0.0,1.7,74.1,,7.3,,
104,ºÏ°­¸ª,2016-05-25,15.2,27.6,,2.1,48.6,,2.8,,
104,ºÏ°­¸ª,2016-05-26,18.2,26.1,,1.6,58.6,,8.6,,
104,ºÏ°­¸ª,2016-05-27,16.9,23.5,,1.4,55.0,,5.4,,
104,ºÏ°­¸ª,2016-05-28,18.1,28.9,,1.8,43.9,,3.3,,
104,ºÏ°­¸ª,2016-05-29,17.3,27.2,,1.4,52.1,,4.5,,
104,ºÏ°­¸ª,2016-05-30,14.0,23.3,,1.6,76.6,,4.0,0.67,
104,ºÏ°­¸ª,2016-05-31,16.3,26.4,,1.5,57.4,,3.4,,
104,ºÏ°­¸ª,2016-06-01,13.7,24.1,,1.1,63.5,,1.0,,
104,ºÏ°­¸ª,2016-06-02,12.5,24.7,,1.6,47.6,,1.6,,
104,ºÏ°­¸ª,2016-06-03,15.7,29.6,,1.9,45.8,,4.3,,
104,ºÏ°­¸ª,2016-06-04,17.1,25.3,,1.2,49.5,,7.0,,
104,ºÏ°­¸ª,2016-06-05,15.0,20.1,,2.1,79.8,,7.8,,
104,ºÏ°­¸ª,2016-06-06,15.7,21.9,0.0,1.4,83.0,,9.6,,
104,ºÏ°­¸ª,2016-06-07,17.1,22.1,0.0,1.2,88.4,,9.4,,
104,ºÏ°­¸ª,2016-06-08,17.7,22.7,,1.0,90.3,,8.5,,
104,ºÏ°­¸ª,2016-06-09,16.5,23.1,,1.6,87.4,,5.0,1.0,
104,ºÏ°­¸ª,2016-06-10,14.7,27.2,,1.2,81.5,,1.9,,
104,ºÏ°­¸ª,2016-06-11,18.0,28.1,,1.3,70.0,,6.3,,
104,ºÏ°­¸ª,2016-06-12,18.6,29.3,0.8,1.6,78.3,,9.1,,
104,ºÏ°­¸ª,2016-06-13,17.2,20.1,0.6,1.6,92.0,,9.6,,
104,ºÏ°­¸ª,2016-06-14,16.3,20.1,3.9,1.1,92.1,,10.0,,
104,ºÏ°­¸ª,2016-06-15,17.5,21.2,11.8,1.1,95.4,,9.6,,
104,ºÏ°­¸ª,2016-06-16,18.2,26.2,,1.5,73.8,,4.6,,
104,ºÏ°­¸ª,2016-06-17,20.5,32.0,,2.0,48.8,,0.5,,
104,ºÏ°­¸ª,2016-06-18,20.2,30.6,,1.8,64.8,,3.3,,
104,ºÏ°­¸ª,2016-06-19,17.8,21.7,0.8,1.4,91.8,,6.4,,
104,ºÏ°­¸ª,2016-06-20,17.3,24.8,,1.1,87.8,,8.0,3.0,
104,ºÏ°­¸ª,2016-06-21,18.2,22.9,0.0,1.3,88.5,,7.3,,
104,ºÏ°­¸ª,2016-06-22,18.4,21.5,7.2,0.8,95.8,,10.0,,
104,ºÏ°­¸ª,2016-06-23,18.8,26.5,,1.1,86.0,,7.5,,
104,ºÏ°­¸ª,2016-06-24,17.0,22.6,9.4,1.4,96.0,,9.6,,
104,ºÏ°­¸ª,2016-06-25,17.0,26.7,,2.6,57.5,,5.5,,
104,ºÏ°­¸ª,2016-06-26,19.4,27.5,,1.6,59.0,,1.5,,
104,ºÏ°­¸ª,2016-06-27,19.4,27.0,,1.4,70.1,,6.8,,
104,ºÏ°­¸ª,2016-06-28,17.5,23.2,4.9,1.2,88.0,,5.8,,
104,ºÏ°­¸ª,2016-06-29,18.7,25.0,0.2,1.1,88.3,,7.1,2.25,
104,ºÏ°­¸ª,2016-06-30,18.5,28.7,24.8,1.3,85.8,,6.3,,
104,ºÏ°­¸ª,2016-07-01,19.6,28.6,48.6,2.0,79.5,,9.0,,
104,ºÏ°­¸ª,2016-07-02,19.4,28.3,21.5,1.4,83.3,,9.0,,
104,ºÏ°­¸ª,2016-07-03,19.7,27.9,0.0,1.2,76.3,,8.0,,
104,ºÏ°­¸ª,2016-07-04,18.9,20.4,86.7,0.6,98.3,,9.5,,
104,ºÏ°­¸ª,2016-07-05,17.5,21.0,50.1,1.7,97.1,,10.0,,
104,ºÏ°­¸ª,2016-07-06,17.1,19.8,17.4,1.2,95.1,,9.9,,
104,ºÏ°­¸ª,2016-07-07,17.3,22.6,,0.9,91.9,,9.0,,
104,ºÏ°­¸ª,2016-07-08,18.9,27.4,,1.1,87.3,,3.8,2.92,
104,ºÏ°­¸ª,2016-07-09,18.8,29.9,,1.0,78.8,,1.9,1.0,
104,ºÏ°­¸ª,2016-07-10,22.6,29.4,,1.1,75.9,,7.1,,
104,ºÏ°­¸ª,2016-07-11,21.1,26.9,,1.3,88.3,,8.6,2.83,
104,ºÏ°­¸ª,2016-07-12,21.9,25.5,0.2,1.2,90.6,,8.9,,
104,ºÏ°­¸ª,2016-07-13,20.6,27.5,,1.0,91.5,,8.0,4.0,
104,ºÏ°­¸ª,2016-07-14,20.7,25.7,41.9,1.3,83.4,,7.9,1.75,
104,ºÏ°­¸ª,2016-07-15,20.4,26.1,0.0,1.1,76.8,,8.5,,
104,ºÏ°­¸ª,2016-07-16,18.7,21.1,97.9,1.6,98.5,,10.0,,
104,ºÏ°­¸ª,2016-07-17,19.2,22.4,1.5,1.0,95.4,,10.0,,
104,ºÏ°­¸ª,2016-07-18,18.8,25.0,,1.0,91.0,,7.3,,
104,ºÏ°­¸ª,2016-07-19,19.0,22.9,,1.0,91.5,,9.3,,
104,ºÏ°­¸ª,2016-07-20,19.3,24.1,1.5,1.1,89.8,,8.9,,
104,ºÏ°­¸ª,2016-07-21,18.6,24.0,,0.9,89.3,,8.5,,
104,ºÏ°­¸ª,2016-07-22,18.9,26.0,,1.3,84.4,,5.1,,
104,ºÏ°­¸ª,2016-07-23,19.9,26.8,0.0,1.1,87.1,,8.4,,
104,ºÏ°­¸ª,2016-07-24,21.0,26.4,0.7,0.9,93.6,,9.8,,
104,ºÏ°­¸ª,2016-07-25,21.3,26.3,,1.1,90.8,,8.1,,
104,ºÏ°­¸ª,2016-07-26,21.3,30.9,,1.1,80.8,,7.5,7.42,
104,ºÏ°­¸ª,2016-07-27,24.4,30.7,,1.6,67.3,,7.3,,
104,ºÏ°­¸ª,2016-07-28,25.0,33.8,,1.6,65.6,,4.5,,
104,ºÏ°­¸ª,2016-07-29,25.0,30.7,0.0,1.7,70.4,,7.8,,
104,ºÏ°­¸ª,2016-07-30,24.5,32.3,,1.0,76.0,,3.5,,
104,ºÏ°­¸ª,2016-07-31,23.1,29.2,9.1,1.1,89.4,,7.3,,
104,ºÏ°­¸ª,2016-08-01,22.3,29.0,1.0,1.2,87.1,,6.9,,
104,ºÏ°­¸ª,2016-08-02,23.6,27.5,0.3,0.8,91.9,,8.9,,
104,ºÏ°­¸ª,2016-08-03,23.1,28.8,,1.0,86.3,,4.6,,
104,ºÏ°­¸ª,2016-08-04,21.8,29.3,,0.9,83.1,,1.5,,
104,ºÏ°­¸ª,2016-08-05,20.5,31.7,,1.1,72.9,,0.0,,
104,ºÏ°­¸ª,2016-08-06,20.1,31.3,,0.8,73.9,,0.1,,
104,ºÏ°­¸ª,2016-08-07,23.8,32.3,0.0,0.9,76.8,,2.3,,
104,ºÏ°­¸ª,2016-08-08,22.4,30.4,41.9,2.0,85.4,,5.6,,
104,ºÏ°­¸ª,2016-08-09,21.9,27.6,0.0,1.4,80.5,,5.1,,
104,ºÏ°­¸ª,2016-08-10,21.4,31.7,,0.9,80.6,,2.4,,
104,ºÏ°­¸ª,2016-08-11,24.2,32.8,,1.2,72.1,,0.1,,
104,ºÏ°­¸ª,2016-08-12,24.1,33.6,,1.0,69.3,,0.4,,
104,ºÏ°­¸ª,2016-08-13,25.3,34.7,,1.2,67.5,,2.0,,
104,ºÏ°­¸ª,2016-08-14,25.2,34.9,22.0,1.2,78.0,,7.9,,
104,ºÏ°­¸ª,2016-08-15,25.1,29.7,,0.9,86.4,,8.1,,
104,ºÏ°­¸ª,2016-08-16,22.5,28.3,0.3,1.0,84.8,,6.8,,
104,ºÏ°­¸ª,2016-08-17,23.0,29.4,,1.0,82.8,,4.8,,
104,ºÏ°­¸ª,2016-08-18,22.3,29.9,,1.1,83.3,,6.4,,
104,ºÏ°­¸ª,2016-08-19,23.9,29.4,0.0,0.9,86.5,,8.6,,
104,ºÏ°­¸ª,2016-08-20,23.5,29.6,,1.2,83.1,,6.8,,
104,ºÏ°­¸ª,2016-08-21,22.0,28.5,1.2,1.1,85.0,,8.0,,
104,ºÏ°­¸ª,2016-08-22,22.0,29.2,,0.9,81.4,,4.9,,
104,ºÏ°­¸ª,2016-08-23,21.8,28.2,,1.5,82.6,,5.0,,
104,ºÏ°­¸ª,2016-08-24,22.0,30.1,,0.8,79.4,,5.9,,
104,ºÏ°­¸ª,2016-08-25,21.3,33.2,7.9,1.2,73.6,,5.6,,
104,ºÏ°­¸ª,2016-08-26,15.9,23.5,66.9,2.1,80.4,,6.0,,
104,ºÏ°­¸ª,2016-08-27,15.9,23.7,,1.3,73.3,,6.3,,
104,ºÏ°­¸ª,2016-08-28,16.4,22.0,78.5,2.3,90.8,,10.0,,
104,ºÏ°­¸ª,2016-08-29,15.1,19.8,33.7,3.1,89.1,,10.0,,
104,ºÏ°­¸ª,2016-08-30,16.0,21.2,4.6,1.2,82.6,,9.8,,
104,ºÏ°­¸ª,2016-08-31,17.5,23.2,1.1,3.5,59.6,,9.0,,
104,ºÏ°­¸ª,2016-09-01,19.7,30.2,2.6,2.1,67.9,,4.9,,
104,ºÏ°­¸ª,2016-09-02,19.2,22.1,0.8,1.1,92.8,,10.0,,
104,ºÏ°­¸ª,2016-09-03,18.9,22.5,6.4,0.6,98.5,,9.4,,
104,ºÏ°­¸ª,2016-09-04,20.1,24.0,24.3,1.3,95.9,,9.6,,
104,ºÏ°­¸ª,2016-09-05,20.6,23.8,7.6,0.8,95.9,,9.8,,
104,ºÏ°­¸ª,2016-09-06,17.8,26.7,,1.0,87.5,,7.1,3.17,
104,ºÏ°­¸ª,2016-09-07,19.4,27.0,0.0,1.2,76.5,,6.9,,
104,ºÏ°­¸ª,2016-09-08,18.3,24.8,4.6,1.5,88.1,,8.0,,
104,ºÏ°­¸ª,2016-09-09,18.2,23.7,4.8,1.0,89.8,,8.0,,
104,ºÏ°­¸ª,2016-09-10,19.0,23.8,0.1,1.3,91.3,,8.5,,
104,ºÏ°­¸ª,2016-09-11,18.5,23.7,0.6,1.1,93.1,,9.0,,
104,ºÏ°­¸ª,2016-09-12,17.8,22.3,3.8,1.3,93.3,,8.4,,
104,ºÏ°­¸ª,2016-09-13,16.8,23.0,0.0,1.2,91.3,,7.9,,
104,ºÏ°­¸ª,2016-09-14,18.0,23.0,,0.7,92.5,,7.4,,
104,ºÏ°­¸ª,2016-09-15,17.5,23.9,,0.9,92.3,,7.0,,
104,ºÏ°­¸ª,2016-09-16,18.3,27.3,,1.0,74.5,,8.4,,
104,ºÏ°­¸ª,2016-09-17,16.9,23.4,8.8,1.3,93.1,,9.6,,
104,ºÏ°­¸ª,2016-09-18,17.5,22.4,0.3,1.5,86.1,,8.4,,
104,ºÏ°­¸ª,2016-09-19,15.2,21.9,1.1,1.3,79.6,,8.4,,
104,ºÏ°­¸ª,2016-09-20,13.9,21.4,,2.1,78.1,,2.0,,
104,ºÏ°­¸ª,2016-09-21,13.8,21.4,,1.4,82.3,,4.9,,
104,ºÏ°­¸ª,2016-09-22,15.4,21.9,,1.0,83.6,,7.4,,
104,ºÏ°­¸ª,2016-09-23,13.5,22.6,,1.0,84.4,,1.5,,
104,ºÏ°­¸ª,2016-09-24,15.2,24.8,,1.2,76.9,,2.4,,
104,ºÏ°­¸ª,2016-09-25,17.5,26.4,,1.1,73.6,,7.5,,
104,ºÏ°­¸ª,2016-09-26,17.3,23.2,0.2,0.9,85.0,,7.3,,
104,ºÏ°­¸ª,2016-09-27,17.0,20.9,6.2,0.7,99.0,,9.8,,
104,ºÏ°­¸ª,2016-09-28,14.8,22.4,21.4,1.2,94.9,,10.0,,
104,ºÏ°­¸ª,2016-09-29,14.2,18.7,0.2,1.2,83.6,,9.3,,
104,ºÏ°­¸ª,2016-09-30,13.9,21.7,,0.7,86.6,,8.9,,
104,ºÏ°­¸ª,2016-10-01,15.7,21.1,,0.8,89.3,,8.5,,
104,ºÏ°­¸ª,2016-10-02,16.5,22.6,0.4,1.2,79.6,,9.9,,
104,ºÏ°­¸ª,2016-10-03,15.6,24.1,5.3,1.0,92.6,,5.4,,
104,ºÏ°­¸ª,2016-10-04,14.9,20.8,0.0,0.9,85.4,,6.6,,
104,ºÏ°­¸ª,2016-10-05,14.5,18.6,22.2,1.0,99.0,,6.4,,
104,ºÏ°­¸ª,2016-10-06,13.9,20.7,0.1,1.6,90.8,,6.3,,
104,ºÏ°­¸ª,2016-10-07,15.1,20.4,3.2,1.6,87.8,,9.6,,
104,ºÏ°­¸ª,2016-10-08,13.8,24.3,0.2,1.5,68.5,,6.1,,
104,ºÏ°­¸ª,2016-10-09,9.0,16.4,,1.8,59.4,,2.6,,
104,ºÏ°­¸ª,2016-10-10,10.2,17.0,,1.5,67.3,,4.5,,
104,ºÏ°­¸ª,2016-10-11,10.5,22.6,,1.5,60.8,,5.3,,
104,ºÏ°­¸ª,2016-10-12,10.9,17.2,0.0,1.5,79.5,,6.5,,
104,ºÏ°­¸ª,2016-10-13,10.4,18.3,,1.0,67.4,,3.0,,
104,ºÏ°­¸ª,2016-10-14,11.4,21.6,,1.3,64.6,,0.3,,
104,ºÏ°­¸ª,2016-10-15,13.2,24.9,,1.4,60.1,,4.0,,
104,ºÏ°­¸ª,2016-10-16,13.9,20.6,0.0,0.9,72.0,,8.0,,
104,ºÏ°­¸ª,2016-10-17,13.7,23.3,,1.0,72.1,,4.1,,
104,ºÏ°­¸ª,2016-10-18,13.6,19.7,0.0,1.2,82.6,,6.6,,
104,ºÏ°­¸ª,2016-10-19,13.2,22.5,,1.2,71.9,,1.6,,
104,ºÏ°­¸ª,2016-10-20,13.5,22.1,1.9,1.4,80.8,,6.3,,
104,ºÏ°­¸ª,2016-10-21,11.9,16.8,2.0,1.3,90.3,,9.4,,
104,ºÏ°­¸ª,2016-10-22,10.9,19.2,2.9,1.3,84.5,,6.9,,
104,ºÏ°­¸ª,2016-10-23,8.0,13.0,17.6,1.4,88.3,,9.1,,
104,ºÏ°­¸ª,2016-10-24,6.4,17.3,,1.5,76.1,,2.5,,
104,ºÏ°­¸ª,2016-10-25,10.6,15.9,5.5,1.4,89.4,,7.3,,
104,ºÏ°­¸ª,2016-10-26,10.7,19.3,,1.3,69.4,,4.8,,
104,ºÏ°­¸ª,2016-10-27,12.2,17.7,0.5,1.0,83.4,,7.6,,
104,ºÏ°­¸ª,2016-10-28,11.9,16.7,1.7,1.2,83.8,,9.0,,
104,ºÏ°­¸ª,2016-10-29,6.1,12.4,18.7,1.7,83.3,,7.8,,
104,ºÏ°­¸ª,2016-10-30,3.4,11.9,,1.3,62.3,,0.5,,
104,ºÏ°­¸ª,2016-10-31,5.4,12.8,,1.4,53.4,,8.4,,
104,ºÏ°­¸ª,2016-11-01,1.0,9.7,,2.0,55.8,,1.1,,
104,ºÏ°­¸ª,2016-11-02,1.1,12.3,,1.6,42.8,,1.1,,
104,ºÏ°­¸ª,2016-11-03,3.2,14.1,,2.0,51.6,,3.6,,
104,ºÏ°­¸ª,2016-11-04,9.3,17.1,,2.9,54.1,,3.8,,
104,ºÏ°­¸ª,2016-11-05,10.0,21.1,3.7,1.9,62.4,,3.6,,
104,ºÏ°­¸ª,2016-11-06,8.2,10.4,26.4,1.0,99.0,,10.0,,
104,ºÏ°­¸ª,2016-11-07,8.0,18.0,0.0,1.2,78.9,,8.0,,
104,ºÏ°­¸ª,2016-11-08,5.9,14.4,0.0,2.3,74.3,,7.8,,
104,ºÏ°­¸ª,2016-11-09,1.3,7.9,,2.0,63.3,,1.9,,
104,ºÏ°­¸ª,2016-11-10,2.6,11.2,,0.9,69.5,,9.0,,
104,ºÏ°­¸ª,2016-11-11,5.4,14.6,,1.6,56.0,,1.6,,
104,ºÏ°­¸ª,2016-11-12,6.4,19.3,,2.5,39.9,,1.3,,
104,ºÏ°­¸ª,2016-11-13,9.6,15.9,,1.0,79.6,,6.3,,
104,ºÏ°­¸ª,2016-11-14,8.0,21.9,,1.3,76.6,,4.5,,
104,ºÏ°­¸ª,2016-11-15,4.3,15.1,,1.7,56.5,,0.0,,
104,ºÏ°­¸ª,2016-11-16,2.9,14.3,,1.3,50.1,,0.4,,
104,ºÏ°­¸ª,2016-11-17,4.4,13.2,,1.1,61.4,,0.6,,
104,ºÏ°­¸ª,2016-11-18,5.3,19.6,0.1,1.4,55.0,,8.3,,
104,ºÏ°­¸ª,2016-11-19,11.1,17.0,,1.3,68.0,,5.0,,
104,ºÏ°­¸ª,2016-11-20,6.7,16.0,,1.8,60.5,,1.3,,
104,ºÏ°­¸ª,2016-11-21,6.5,12.0,,1.1,69.3,,7.6,,
104,ºÏ°­¸ª,2016-11-22,2.5,10.2,2.4,2.3,83.8,,9.3,,
104,ºÏ°­¸ª,2016-11-23,-0.3,6.0,0.0,2.1,71.4,,8.0,,
104,ºÏ°­¸ª,2016-11-24,-2.7,7.5,,1.9,32.5,,0.0,,
104,ºÏ°­¸ª,2016-11-25,-3.0,7.6,,1.7,38.5,,1.9,,
104,ºÏ°­¸ª,2016-11-26,-0.1,7.1,,1.4,51.6,,7.3,,
104,ºÏ°­¸ª,2016-11-27,2.2,11.2,,2.4,49.8,,3.1,,
104,ºÏ°­¸ª,2016-11-28,0.3,7.9,,1.3,48.0,,0.1,,
104,ºÏ°­¸ª,2016-11-29,0.2,8.1,0.0,1.7,60.4,,3.9,,
104,ºÏ°­¸ª,2016-11-30,3.9,12.8,0.0,1.6,73.6,,7.6,,
104,ºÏ°­¸ª,2016-12-01,1.5,10.9,,3.6,32.6,,1.8,,
104,ºÏ°­¸ª,2016-12-02,-0.6,15.2,,1.9,25.0,,0.0,,
104,ºÏ°­¸ª,2016-12-03,3.0,13.9,,1.6,37.8,,3.5,,
104,ºÏ°­¸ª,2016-12-04,6.6,13.3,,1.3,33.1,,6.5,,
104,ºÏ°­¸ª,2016-12-05,6.4,14.5,0.0,2.6,52.0,,4.6,,
104,ºÏ°­¸ª,2016-12-06,-1.7,6.5,,2.0,36.8,,0.0,,
104,ºÏ°­¸ª,2016-12-07,1.0,9.5,,2.0,43.3,,3.8,,
104,ºÏ°­¸ª,2016-12-08,-0.5,9.7,,2.3,48.1,,5.4,,
104,ºÏ°­¸ª,2016-12-09,0.4,8.4,0.0,2.3,50.5,,1.6,,
104,ºÏ°­¸ª,2016-12-10,-1.6,6.8,,1.6,37.0,,0.1,,
104,ºÏ°­¸ª,2016-12-11,-2.9,6.6,,1.2,47.3,,0.0,,
104,ºÏ°­¸ª,2016-12-12,1.0,9.7,,1.2,35.6,,7.6,,
104,ºÏ°­¸ª,2016-12-13,2.8,10.5,1.9,1.8,67.9,,5.8,,
104,ºÏ°­¸ª,2016-12-14,-2.1,3.3,31.9,1.7,97.5,13.0,9.0,,
104,ºÏ°­¸ª,2016-12-15,-3.5,2.5,,1.9,69.0,,3.0,,
104,ºÏ°­¸ª,2016-12-16,-6.9,4.0,,2.1,46.1,,0.5,,
104,ºÏ°­¸ª,2016-12-17,-1.9,10.4,,1.8,55.8,,1.5,,
104,ºÏ°­¸ª,2016-12-18,2.9,11.6,,1.3,57.9,,7.4,,
104,ºÏ°­¸ª,2016-12-19,4.2,14.2,0.0,1.3,64.6,,5.5,,
104,ºÏ°­¸ª,2016-12-20,4.5,11.1,,1.1,79.5,,3.4,,
104,ºÏ°­¸ª,2016-12-21,4.0,13.0,19.3,1.3,77.3,,8.4,,
