瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),老 弥缴脚利汲(cm),乞闭 傈款樊(1/10),救俺 拌加矫埃(hr),老 固技刚瘤 丑档(Ф/З)
239,技辆,2019-05-31,13.7,24.1,0.2,,,,,,
239,技辆,2019-06-01,10.8,23.5,,0.9,69.9,,,,
239,技辆,2019-06-02,13.5,28.0,,1.1,53.5,,,,
239,技辆,2019-06-03,13.9,29.5,,0.9,47.0,,,,
239,技辆,2019-06-04,16.3,30.9,,1.2,53.9,,,,
239,技辆,2019-06-05,16.6,30.2,,1.2,67.3,,,,
239,技辆,2019-06-06,16.2,27.3,29.2,1.1,78.8,,,,
239,技辆,2019-06-07,16.1,21.3,35.1,1.7,88.6,,,,
239,技辆,2019-06-08,15.5,27.0,,0.8,72.9,,,,
239,技辆,2019-06-09,17.6,27.3,15.5,1.0,72.3,,,,
239,技辆,2019-06-10,14.8,22.8,7.0,1.9,70.9,,,,
239,技辆,2019-06-11,16.4,25.5,,1.2,64.3,,,,
239,技辆,2019-06-12,14.2,27.2,,1.2,66.4,,,,
239,技辆,2019-06-13,15.3,29.9,,1.1,58.9,,,,
239,技辆,2019-06-14,17.7,25.0,,1.0,68.4,,,,
239,技辆,2019-06-15,15.6,26.6,,1.6,66.0,,,,
239,技辆,2019-06-16,14.9,27.2,,1.0,68.9,,,,
239,技辆,2019-06-17,16.9,26.6,,1.1,64.0,,,,
239,技辆,2019-06-18,16.5,25.9,0.0,0.8,73.8,,,,
239,技辆,2019-06-19,18.3,26.3,,0.8,74.1,,,,
239,技辆,2019-06-20,17.8,28.2,,1.2,70.0,,,,
239,技辆,2019-06-21,19.5,28.0,,1.6,65.8,,,,
239,技辆,2019-06-22,18.8,29.6,,1.1,67.6,,,,
239,技辆,2019-06-23,17.9,29.0,,1.5,54.3,,,,
239,技辆,2019-06-24,17.8,30.1,,0.9,58.4,,,,
239,技辆,2019-06-25,17.0,32.2,,1.0,55.1,,,,
239,技辆,2019-06-26,19.1,24.0,2.7,1.3,76.3,,,,
239,技辆,2019-06-27,20.5,29.5,0.1,0.6,79.6,,,,
239,技辆,2019-06-28,21.3,29.2,,0.9,73.5,,,,
239,技辆,2019-06-29,20.3,23.9,13.9,1.1,92.1,,,,
239,技辆,2019-06-30,20.1,27.7,,0.8,82.9,,,,
239,技辆,2019-07-01,19.4,26.8,,0.8,75.3,,,,
239,技辆,2019-07-02,16.1,29.3,,0.9,71.3,,,,
239,技辆,2019-07-03,18.3,28.3,,0.9,77.4,,,,
239,技辆,2019-07-04,17.8,31.5,,1.0,64.9,,,,
239,技辆,2019-07-05,18.8,34.4,,1.2,54.9,,,,
239,技辆,2019-07-06,19.6,32.5,,2.2,50.5,,,,
239,技辆,2019-07-07,21.5,30.0,,2.8,53.4,,,,
239,技辆,2019-07-08,20.0,29.2,0.1,2.1,56.0,,,,
239,技辆,2019-07-09,19.7,29.3,,2.5,56.8,,,,
239,技辆,2019-07-10,19.3,23.6,14.4,2.3,78.5,,,,
239,技辆,2019-07-11,19.2,22.9,6.7,1.2,92.6,,,,
239,技辆,2019-07-12,19.3,27.5,,1.0,76.1,,,,
239,技辆,2019-07-13,19.7,28.3,,0.8,79.9,,,,
239,技辆,2019-07-14,19.6,30.0,,0.9,77.4,,,,
239,技辆,2019-07-15,19.4,27.9,51.0,0.9,85.8,,,,
239,技辆,2019-07-16,19.9,30.3,,1.0,81.1,,,,
239,技辆,2019-07-17,21.4,29.5,0.2,1.0,80.4,,,,
239,技辆,2019-07-18,22.5,29.0,1.6,1.0,82.3,,,,
239,技辆,2019-07-19,23.3,29.2,,2.0,77.9,,,,
239,技辆,2019-07-20,23.4,28.4,17.8,2.9,88.0,,,,
239,技辆,2019-07-21,21.8,28.4,21.0,1.3,91.4,,,,
239,技辆,2019-07-22,25.0,32.1,,1.0,78.4,,,,
239,技辆,2019-07-23,25.2,32.8,0.2,0.7,79.3,,,,
239,技辆,2019-07-24,24.9,29.7,0.3,0.7,83.3,,,,
239,技辆,2019-07-25,25.0,26.6,78.3,0.6,97.5,,,,
239,技辆,2019-07-26,25.5,28.5,8.9,0.9,92.8,,,,
239,技辆,2019-07-27,24.9,30.6,56.0,0.8,89.8,,,,
239,技辆,2019-07-28,24.8,28.4,17.9,1.0,92.8,,,,
239,技辆,2019-07-29,24.0,32.0,,1.1,75.8,,,,
239,技辆,2019-07-30,25.9,32.7,,1.9,76.0,,,,
239,技辆,2019-07-31,26.4,32.5,,1.7,76.0,,,,
239,技辆,2019-08-01,25.2,33.2,,0.9,79.1,,,,
239,技辆,2019-08-02,24.4,34.2,,1.1,73.8,,,,
239,技辆,2019-08-03,24.9,34.9,18.3,1.1,84.9,,,,
239,技辆,2019-08-04,24.3,34.7,,0.9,78.4,,,,
239,技辆,2019-08-05,24.7,35.5,,0.8,77.1,,,,
239,技辆,2019-08-06,26.3,32.9,,1.5,64.3,,,,
239,技辆,2019-08-07,23.3,32.6,28.4,1.1,82.5,,,,
239,技辆,2019-08-08,24.4,32.3,15.8,1.0,89.5,,,,
239,技辆,2019-08-09,24.4,34.0,,0.9,82.8,,,,
239,技辆,2019-08-10,25.1,33.9,,2.1,70.4,,,,
239,技辆,2019-08-11,25.5,33.6,1.7,3.7,61.8,,,,
239,技辆,2019-08-12,24.5,32.3,14.5,1.1,90.1,,,,
239,技辆,2019-08-13,24.5,34.2,0.5,0.8,83.8,,,,
239,技辆,2019-08-14,24.8,33.8,,2.0,70.6,,,,
239,技辆,2019-08-15,23.8,29.2,24.4,1.8,91.5,,,,
239,技辆,2019-08-16,23.5,30.3,0.1,1.2,81.4,,,,
239,技辆,2019-08-17,21.7,29.8,5.1,1.5,83.4,,,,
239,技辆,2019-08-18,19.0,30.0,,1.0,76.6,,,,
239,技辆,2019-08-19,20.0,31.1,,0.9,74.3,,,,
239,技辆,2019-08-20,22.3,30.9,,1.7,70.8,,,,
239,技辆,2019-08-21,22.7,31.9,,1.3,72.1,,,,
239,技辆,2019-08-22,22.6,29.6,30.9,1.1,81.5,,,,
239,技辆,2019-08-23,20.4,29.7,,1.0,74.3,,,,
239,技辆,2019-08-24,18.8,27.3,,0.6,82.9,,,,
239,技辆,2019-08-25,18.2,29.8,,0.8,75.9,,,,
239,技辆,2019-08-26,18.5,31.5,,0.9,73.8,,,,
239,技辆,2019-08-27,19.3,25.3,38.2,1.3,90.8,,,,
239,技辆,2019-08-28,20.6,28.4,0.9,0.7,86.6,,,,
239,技辆,2019-08-29,19.6,27.6,8.9,0.9,92.4,,,,
239,技辆,2019-08-30,17.8,27.5,,1.1,77.9,,,,
239,技辆,2019-08-31,17.4,27.6,,0.9,79.0,,,,
239,技辆,2019-09-01,17.8,27.4,,0.6,83.4,,,,
239,技辆,2019-09-02,19.0,27.0,3.3,1.1,82.4,,,,
239,技辆,2019-09-03,20.0,23.7,1.1,1.3,92.6,,,,
239,技辆,2019-09-04,21.3,28.2,7.1,0.9,92.6,,,,
239,技辆,2019-09-05,21.1,27.6,28.1,0.8,95.0,,,,
239,技辆,2019-09-06,22.0,27.8,0.6,1.3,87.0,,,,
239,技辆,2019-09-07,22.4,30.5,1.4,4.3,79.3,,,,
239,技辆,2019-09-08,22.0,28.3,0.6,0.8,88.9,,,,
239,技辆,2019-09-09,22.3,24.8,7.2,0.9,95.6,,,,
239,技辆,2019-09-10,23.2,30.5,,1.1,76.6,,,,
239,技辆,2019-09-11,23.1,26.7,1.8,1.8,85.8,,,,
239,技辆,2019-09-12,19.3,23.8,10.1,2.3,81.6,,,,
239,技辆,2019-09-13,18.2,27.1,,1.6,70.5,,,,
239,技辆,2019-09-14,18.6,27.7,,0.8,84.1,,,,
239,技辆,2019-09-15,21.1,30.1,,1.0,75.3,,,,
239,技辆,2019-09-16,20.4,29.0,,1.1,70.6,,,,
239,技辆,2019-09-17,16.3,27.8,,1.2,64.0,,,,
239,技辆,2019-09-18,14.5,27.9,,1.6,58.1,,,,
239,技辆,2019-09-19,12.0,26.5,,1.0,64.8,,,,
239,技辆,2019-09-20,16.2,23.2,,1.8,67.3,,,,
239,技辆,2019-09-21,15.3,19.9,39.2,2.0,84.4,,,,
239,技辆,2019-09-22,14.9,17.6,62.7,2.2,92.4,,,,
239,技辆,2019-09-23,13.7,22.2,,1.7,71.4,,,,
239,技辆,2019-09-24,12.4,24.9,,0.7,79.5,,,,
239,技辆,2019-09-25,12.2,24.3,,0.6,83.3,,,,
239,技辆,2019-09-26,16.5,24.6,,1.1,78.0,,,,
239,技辆,2019-09-27,16.7,28.7,,0.7,72.9,,,,
239,技辆,2019-09-28,19.4,29.3,,0.9,75.0,,,,
239,技辆,2019-09-29,17.3,28.6,,0.7,69.6,,,,
239,技辆,2019-09-30,14.7,29.4,,0.6,74.4,,,,
239,技辆,2019-10-01,17.4,25.5,,0.5,85.9,,,,
239,技辆,2019-10-02,19.9,21.6,66.2,1.6,95.3,,,,
239,技辆,2019-10-03,19.2,27.1,14.2,2.5,81.4,,,,
239,技辆,2019-10-04,19.2,27.4,,0.7,84.3,,,,
239,技辆,2019-10-05,15.9,21.6,,0.9,81.1,,,,
239,技辆,2019-10-06,14.4,21.7,,2.2,66.0,,,,
239,技辆,2019-10-07,13.9,16.9,8.4,1.1,92.9,,,,
239,技辆,2019-10-08,9.3,22.1,,1.5,72.6,,,,
239,技辆,2019-10-09,5.9,20.5,,0.7,70.1,,,,
239,技辆,2019-10-10,9.5,18.6,,0.6,76.9,,,,
239,技辆,2019-10-11,11.0,24.0,,0.7,68.6,,,,
239,技辆,2019-10-12,13.8,23.8,,1.7,57.3,,,,
239,技辆,2019-10-13,10.2,21.7,,1.2,66.4,,,,
239,技辆,2019-10-14,8.8,20.2,,1.3,74.8,,,,
239,技辆,2019-10-15,7.3,19.1,,1.0,73.0,,,,
239,技辆,2019-10-16,8.7,20.8,,0.6,73.3,,,,
239,技辆,2019-10-17,10.5,20.4,,1.1,73.0,,,,
239,技辆,2019-10-18,10.9,21.1,,1.3,73.6,,,,
239,技辆,2019-10-19,11.6,23.0,,0.8,73.4,,,,
239,技辆,2019-10-20,10.6,21.8,,0.5,78.1,,,,
239,技辆,2019-10-21,8.8,23.1,,0.5,77.5,,,,
239,技辆,2019-10-22,10.3,22.8,,0.7,72.4,,,,
239,技辆,2019-10-23,12.4,19.0,,0.9,72.3,,,,
239,技辆,2019-10-24,13.5,22.9,,1.0,57.1,,,,
239,技辆,2019-10-25,11.7,22.3,,0.9,64.0,,,,
239,技辆,2019-10-26,6.9,16.3,,1.5,64.6,,,,
239,技辆,2019-10-27,3.4,17.0,,1.0,68.5,,,,
239,技辆,2019-10-28,4.1,17.8,,1.1,69.0,,,,
239,技辆,2019-10-29,8.6,18.1,2.8,1.4,73.6,,,,
239,技辆,2019-10-30,4.9,17.6,,0.8,74.8,,,,
239,技辆,2019-10-31,5.0,19.8,,0.7,79.8,,,,
239,技辆,2019-11-01,9.2,21.3,,0.7,71.3,,,,
239,技辆,2019-11-02,6.7,19.0,,0.3,77.3,,,,
239,技辆,2019-11-03,8.6,19.8,,0.5,74.0,,,,
239,技辆,2019-11-04,8.5,19.7,,0.4,68.3,,,,
239,技辆,2019-11-05,5.8,19.5,,0.7,75.5,,,,
239,技辆,2019-11-06,3.9,17.8,,0.7,73.5,,,,
239,技辆,2019-11-07,3.8,16.8,,1.1,65.4,,,,
239,技辆,2019-11-08,-0.7,14.3,,0.8,57.6,,,,
239,技辆,2019-11-09,0.3,16.6,,0.5,58.1,,,,
239,技辆,2019-11-10,2.7,15.1,16.6,0.7,74.8,,,,
239,技辆,2019-11-11,8.2,15.9,3.2,1.5,79.4,,,,
239,技辆,2019-11-12,2.7,15.4,,0.6,78.5,,,,
239,技辆,2019-11-13,4.4,12.5,1.5,1.4,83.0,,,,
239,技辆,2019-11-14,-1.3,6.6,,2.5,41.3,,,,
239,技辆,2019-11-15,-2.2,16.8,0.2,1.8,61.9,,,,
239,技辆,2019-11-16,7.4,17.3,2.0,1.0,84.0,,,,
239,技辆,2019-11-17,5.6,14.0,74.6,1.0,95.6,,,,
239,技辆,2019-11-18,1.8,14.0,11.0,2.3,72.4,,,,
239,技辆,2019-11-19,-1.0,5.1,0.1,1.7,70.9,,,,
239,技辆,2019-11-20,-2.6,8.0,,1.0,56.3,,,,
239,技辆,2019-11-21,-3.1,10.5,,0.7,53.9,,,,
239,技辆,2019-11-22,2.9,16.7,,0.7,54.5,,,,
239,技辆,2019-11-23,5.0,17.8,0.1,0.6,71.4,,,,
239,技辆,2019-11-24,7.3,20.9,2.9,1.5,77.6,,,,
239,技辆,2019-11-25,1.1,7.9,,1.9,66.4,,,,
239,技辆,2019-11-26,0.3,14.1,0.0,0.8,70.4,,,,
239,技辆,2019-11-27,0.9,8.1,,2.1,51.8,,,,
239,技辆,2019-11-28,-1.4,11.2,,0.8,65.4,,,,
239,技辆,2019-11-29,-2.4,8.9,,0.8,58.6,,,,
239,技辆,2019-11-30,-2.5,11.8,,0.7,53.1,,,,
239,技辆,2019-12-01,4.3,7.6,8.9,0.4,79.5,,,,
239,技辆,2019-12-02,-1.1,6.3,,2.2,61.9,,,,
239,技辆,2019-12-03,-3.2,6.4,0.8,1.0,81.0,,,,
239,技辆,2019-12-04,0.3,9.7,0.0,1.3,65.1,,,,
239,技辆,2019-12-05,-5.8,3.5,,2.8,45.6,,,,
239,技辆,2019-12-06,-9.4,1.3,,1.5,44.3,,,,
239,技辆,2019-12-07,-7.7,5.7,,0.6,66.5,,,,
239,技辆,2019-12-08,-4.5,6.4,,0.7,73.1,,,,
239,技辆,2019-12-09,-3.8,9.9,,0.6,70.6,,,,
239,技辆,2019-12-10,2.6,13.6,,0.9,72.9,,,,
239,技辆,2019-12-11,2.5,11.9,,2.1,65.9,,,,
239,技辆,2019-12-12,-2.4,5.3,,1.7,50.5,,,,
239,技辆,2019-12-13,-5.2,6.2,,0.6,54.9,,,,
239,技辆,2019-12-14,0.2,8.4,0.9,1.3,58.3,,,,
239,技辆,2019-12-15,-2.2,12.0,,0.6,63.4,,,,
239,技辆,2019-12-16,1.6,14.8,,0.5,67.8,,,,
239,技辆,2019-12-17,5.2,10.3,2.2,0.9,86.8,,,,
239,技辆,2019-12-18,-0.5,6.0,,1.3,66.6,,,,
239,技辆,2019-12-19,-3.7,5.2,,1.4,52.9,,,,
239,技辆,2019-12-20,-3.1,5.1,0.1,1.2,66.9,,,,
239,技辆,2019-12-21,-5.4,4.6,,0.8,71.4,,,,
239,技辆,2019-12-22,-1.3,8.9,,0.6,70.5,,,,
239,技辆,2019-12-23,0.0,7.4,0.2,1.4,74.1,,,,
239,技辆,2019-12-24,-2.7,5.3,,0.5,78.5,,,,
239,技辆,2019-12-25,-4.3,6.1,,0.7,72.1,,,,
239,技辆,2019-12-26,0.4,3.2,3.2,1.3,70.8,,,,
239,技辆,2019-12-27,-3.1,4.2,,1.4,56.9,,,,
239,技辆,2019-12-28,-5.3,7.2,,0.5,62.0,,,,
239,技辆,2019-12-29,-2.1,4.1,9.3,0.7,76.4,,,,
239,技辆,2019-12-30,-1.1,9.3,0.9,1.6,82.1,,,,
239,技辆,2019-12-31,-8.3,-1.1,,2.5,51.5,,,,
239,技辆,2020-01-01,-8.6,4.0,,0.8,65.0,,,,
239,技辆,2020-01-02,-3.1,4.4,,0.6,74.3,,,,
239,技辆,2020-01-03,-1.9,6.5,,1.0,71.1,,,,
239,技辆,2020-01-04,-4.6,7.4,,0.8,69.1,,,,
239,技辆,2020-01-05,-5.4,6.5,,0.6,58.4,,,,
239,技辆,2020-01-06,-0.6,4.7,11.8,1.1,83.6,,,,
239,技辆,2020-01-07,4.6,14.3,63.3,1.3,95.6,,,,
239,技辆,2020-01-08,2.1,10.8,2.8,2.3,85.8,,,,
239,技辆,2020-01-09,-2.3,4.9,,1.3,66.8,,,,
239,技辆,2020-01-10,-4.3,5.7,,0.6,72.8,,,,
239,技辆,2020-01-11,-4.0,6.1,,1.0,70.9,,,,
239,技辆,2020-01-12,-1.5,5.5,,1.3,60.3,,,,
239,技辆,2020-01-13,-3.3,3.2,,1.5,55.6,,,,
239,技辆,2020-01-14,-3.9,4.0,,1.2,57.8,,,,
239,技辆,2020-01-15,-5.6,2.9,,1.1,64.4,,,,
239,技辆,2020-01-16,-5.7,4.6,,1.0,54.1,,,,
239,技辆,2020-01-17,-4.0,4.7,,0.9,54.3,,,,
239,技辆,2020-01-18,-5.5,7.1,,0.8,54.0,,,,
239,技辆,2020-01-19,-3.6,7.8,,1.2,62.4,,,,
239,技辆,2020-01-20,-1.2,7.2,,1.8,57.9,,,,
239,技辆,2020-01-21,-5.6,5.3,,0.9,41.9,,,,
239,技辆,2020-01-22,-0.9,3.3,0.4,0.7,58.4,,,,
239,技辆,2020-01-23,2.8,11.8,,1.2,50.4,,,,
239,技辆,2020-01-24,-0.5,9.8,,0.8,62.6,,,,
239,技辆,2020-01-25,0.1,10.2,,0.5,71.6,,,,
239,技辆,2020-01-26,0.7,11.0,,1.7,65.9,,,,
239,技辆,2020-01-27,2.9,7.9,3.0,2.6,67.6,,,,
239,技辆,2020-01-28,2.8,10.4,,0.9,68.5,,,,
239,技辆,2020-01-29,4.4,10.1,,1.4,54.6,,,,
239,技辆,2020-01-30,2.5,10.4,,0.9,54.4,,,,
239,技辆,2020-01-31,-0.4,8.8,,1.1,67.0,,,,
239,技辆,2020-02-01,-4.3,7.2,,0.9,75.6,,,,
239,技辆,2020-02-02,-3.7,6.6,,0.9,67.4,,,,
239,技辆,2020-02-03,-2.7,5.2,,1.9,52.6,,,,
239,技辆,2020-02-04,-6.7,5.8,0.9,1.2,59.4,,,,
239,技辆,2020-02-05,-8.2,-0.7,0.0,2.9,44.1,,,,
239,技辆,2020-02-06,-10.9,-0.6,,1.2,43.8,,,,
239,技辆,2020-02-07,-7.7,3.4,,1.0,54.1,,,,
239,技辆,2020-02-08,-2.3,5.1,,2.1,50.4,,,,
239,技辆,2020-02-09,-7.3,5.7,,1.1,57.0,,,,
239,技辆,2020-02-10,-1.7,11.8,,1.4,49.6,,,,
239,技辆,2020-02-11,-2.5,14.7,,0.7,42.9,,,,
239,技辆,2020-02-12,3.7,8.8,12.8,0.8,89.1,,,,
239,技辆,2020-02-13,4.2,9.8,,0.9,88.1,,,,
239,技辆,2020-02-14,2.7,12.5,,0.7,81.4,,,,
239,技辆,2020-02-15,2.6,15.4,1.4,1.0,74.4,,,,
239,技辆,2020-02-16,-2.8,7.0,8.7,2.3,81.1,,,,
239,技辆,2020-02-17,-6.2,-1.1,1.5,2.3,72.1,,,,
239,技辆,2020-02-18,-7.7,4.1,0.2,1.3,62.1,,,,
239,技辆,2020-02-19,-4.5,7.8,,0.8,66.0,,,,
239,技辆,2020-02-20,-1.5,11.7,,0.7,65.9,,,,
239,技辆,2020-02-21,0.1,13.8,1.9,1.0,70.5,,,,
239,技辆,2020-02-22,1.2,9.7,1.9,2.6,57.0,,,,
239,技辆,2020-02-23,-2.0,9.3,,1.3,47.8,,,,
239,技辆,2020-02-24,-2.6,15.3,0.2,0.9,51.9,,,,
239,技辆,2020-02-25,5.1,8.3,54.5,1.8,92.4,,,,
239,技辆,2020-02-26,3.1,13.8,,1.7,69.3,,,,
239,技辆,2020-02-27,0.3,11.1,,0.9,64.6,,,,
239,技辆,2020-02-28,2.9,6.1,5.7,1.0,83.4,,,,
239,技辆,2020-02-29,4.2,13.1,,1.0,74.5,,,,
239,技辆,2020-03-01,2.0,10.5,,1.2,79.4,,,,
239,技辆,2020-03-02,1.5,9.6,,2.3,52.5,,,,
239,技辆,2020-03-03,-0.6,13.8,,1.4,60.4,,,,
239,技辆,2020-03-04,-0.6,7.9,,2.6,55.6,,,,
239,技辆,2020-03-05,-1.8,9.0,,1.6,47.6,,0.0,,
239,技辆,2020-03-06,-4.4,11.3,,0.9,46.6,,3.6,,
239,技辆,2020-03-07,1.6,10.1,,0.7,56.8,,7.1,,
239,技辆,2020-03-08,-0.7,17.3,,0.8,57.9,,0.9,,
239,技辆,2020-03-09,2.5,16.0,1.1,0.8,58.9,,8.9,,
239,技辆,2020-03-10,3.2,8.8,6.3,1.7,80.9,,7.4,,
239,技辆,2020-03-11,0.8,9.1,,2.2,41.5,,0.0,,
239,技辆,2020-03-12,-2.0,15.0,,1.3,41.3,,0.3,,
239,技辆,2020-03-13,1.1,11.3,,2.2,42.4,,6.4,,
239,技辆,2020-03-14,-2.5,10.9,,1.9,43.6,,2.1,,
239,技辆,2020-03-15,1.1,11.9,,2.6,48.0,,3.4,,
239,技辆,2020-03-16,-1.8,10.6,,1.7,44.3,,0.1,,
239,技辆,2020-03-17,0.7,12.1,,1.4,70.6,,5.6,,
239,技辆,2020-03-18,2.3,18.0,,1.3,52.4,,3.3,,
239,技辆,2020-03-19,5.8,14.2,,3.4,45.5,,4.4,,
239,技辆,2020-03-20,2.9,16.3,,1.6,39.0,,0.5,,
239,技辆,2020-03-21,4.5,21.9,,1.7,52.4,,3.4,,
239,技辆,2020-03-22,7.2,19.0,,2.4,44.5,,1.8,,
239,技辆,2020-03-23,2.2,18.4,,1.7,43.8,,0.1,,
239,技辆,2020-03-24,0.3,18.7,,1.3,54.5,,0.8,,
239,技辆,2020-03-25,4.0,21.2,,1.2,45.0,,2.8,,
239,技辆,2020-03-26,8.1,18.9,0.2,1.3,69.1,,9.8,,
239,技辆,2020-03-27,4.9,14.1,15.0,1.4,74.6,,6.8,,
239,技辆,2020-03-28,4.2,11.7,,2.4,27.8,,7.6,,
239,技辆,2020-03-29,-0.3,16.1,,1.1,45.9,,4.4,,
239,技辆,2020-03-30,4.1,18.0,,1.2,44.5,,2.3,,
239,技辆,2020-03-31,3.1,20.3,,1.4,37.6,,3.9,,
239,技辆,2020-04-01,4.9,19.0,,1.8,38.5,,4.4,,
239,技辆,2020-04-02,2.0,17.4,,1.5,44.9,,1.8,,
239,技辆,2020-04-03,1.9,18.2,,1.6,43.0,,0.0,,
239,技辆,2020-04-04,4.6,15.4,,2.5,43.4,,0.8,,
239,技辆,2020-04-05,1.5,15.4,,1.7,29.8,,0.0,,
239,技辆,2020-04-06,-0.8,18.1,,1.3,42.4,,3.6,,
239,技辆,2020-04-07,3.3,19.5,,1.4,52.5,,2.4,,
239,技辆,2020-04-08,2.4,14.5,,2.7,35.8,,0.0,,
239,技辆,2020-04-09,1.6,15.7,,1.6,43.9,,4.1,,
239,技辆,2020-04-10,4.6,16.8,,1.4,45.9,,4.8,,
239,技辆,2020-04-11,3.0,14.1,,1.2,58.1,,7.4,,
239,技辆,2020-04-12,1.6,16.2,0.8,1.5,65.4,,2.8,,
239,技辆,2020-04-13,4.4,17.1,,2.5,37.0,,2.5,,
239,技辆,2020-04-14,3.2,21.5,,1.4,38.0,,1.8,,
239,技辆,2020-04-15,3.8,21.3,,1.3,36.8,,6.6,,
239,技辆,2020-04-16,5.9,23.3,,1.6,39.6,,3.9,,
239,技辆,2020-04-17,9.2,19.8,5.1,2.1,70.4,,6.5,,
239,技辆,2020-04-18,9.0,20.3,0.2,1.7,65.5,,,,
239,技辆,2020-04-19,8.4,14.1,11.5,1.8,80.4,,8.8,,
239,技辆,2020-04-20,7.0,16.5,,1.7,72.3,,7.3,,
239,技辆,2020-04-21,4.2,13.2,,2.7,45.9,,4.4,,
239,技辆,2020-04-22,3.5,10.6,,2.6,40.4,,4.4,,
239,技辆,2020-04-23,2.2,14.3,,2.2,42.1,,2.0,,
239,技辆,2020-04-24,1.9,15.8,,2.3,42.6,,0.0,,
239,技辆,2020-04-25,8.6,22.2,,3.0,44.3,,3.0,,
239,技辆,2020-04-26,4.5,18.4,,2.3,41.6,,1.4,,
239,技辆,2020-04-27,4.5,17.5,,1.7,41.6,,2.8,,
239,技辆,2020-04-28,3.8,20.9,,1.5,53.4,,1.0,,
239,技辆,2020-04-29,7.4,23.4,,1.5,45.4,,0.0,,
239,技辆,2020-04-30,6.7,25.9,,1.5,55.0,,0.5,,
239,技辆,2020-05-01,16.1,28.3,,2.0,64.6,,3.9,,
239,技辆,2020-05-02,18.9,26.5,,1.6,59.8,,8.5,,
239,技辆,2020-05-03,16.2,22.7,4.6,1.6,78.0,,7.0,,
239,技辆,2020-05-04,11.2,27.0,,1.4,70.4,,6.5,,
239,技辆,2020-05-05,9.3,21.2,1.9,1.0,85.8,,7.0,,
239,技辆,2020-05-06,12.0,27.8,,1.8,58.3,,3.0,,
239,技辆,2020-05-07,13.3,25.0,,2.7,30.3,,3.9,,
239,技辆,2020-05-08,12.0,25.4,7.3,1.7,42.4,,7.6,,
239,技辆,2020-05-09,13.0,17.8,18.7,1.4,94.3,,9.6,,
239,技辆,2020-05-10,12.7,17.7,0.7,1.3,89.0,,7.1,,
239,技辆,2020-05-11,13.2,24.5,0.1,1.6,63.1,,6.0,,
239,技辆,2020-05-12,10.9,21.0,0.0,2.2,63.4,,3.8,,
239,技辆,2020-05-13,7.5,22.8,,1.6,45.1,,0.3,,
239,技辆,2020-05-14,10.9,27.0,,0.9,40.5,,8.1,,
239,技辆,2020-05-15,14.0,20.3,30.3,1.5,85.0,,9.5,,
239,技辆,2020-05-16,15.3,20.0,0.4,0.9,87.6,,8.5,,
239,技辆,2020-05-17,15.1,27.6,,1.1,69.9,,6.3,,
239,技辆,2020-05-18,13.0,27.1,15.6,1.9,77.3,,8.3,,
239,技辆,2020-05-19,11.2,16.5,5.0,1.6,76.9,,8.4,,
239,技辆,2020-05-20,8.0,20.6,,1.4,60.3,,3.1,,
239,技辆,2020-05-21,9.6,23.2,,0.9,67.3,,3.5,,
239,技辆,2020-05-22,14.3,24.4,,1.7,66.8,,7.3,,
239,技辆,2020-05-23,14.5,26.1,,1.4,63.5,,2.5,,
239,技辆,2020-05-24,15.2,24.2,7.0,1.6,74.0,,6.4,,
239,技辆,2020-05-25,13.8,21.6,,1.1,77.4,,9.0,,
239,技辆,2020-05-26,13.8,24.7,0.0,1.2,69.6,,7.9,,
239,技辆,2020-05-27,12.6,25.0,,1.7,56.3,,5.3,,
239,技辆,2020-05-28,11.2,24.4,,1.1,66.5,,4.9,,
239,技辆,2020-05-29,13.9,27.2,,1.1,59.3,,4.1,,
239,技辆,2020-05-30,15.1,29.1,,1.0,58.0,,5.1,,
239,技辆,2020-05-31,16.1,26.7,,1.1,61.5,,7.9,,
239,技辆,2020-06-01,15.4,25.7,0.7,1.9,55.9,,4.1,,
239,技辆,2020-06-02,13.5,23.5,0.0,1.2,64.1,,8.9,,
239,技辆,2020-06-03,17.7,28.1,0.6,1.1,74.8,,5.9,,
239,技辆,2020-06-04,20.9,30.0,,1.5,68.5,,4.0,,
239,技辆,2020-06-05,20.6,29.9,,1.1,72.5,,6.5,,
239,技辆,2020-06-06,18.6,31.1,34.0,1.6,69.6,,5.0,,
239,技辆,2020-06-07,18.9,28.6,,1.2,70.4,,3.6,,
239,技辆,2020-06-08,17.2,31.5,,1.1,61.4,,0.4,,
239,技辆,2020-06-09,18.0,33.2,,1.2,54.1,,2.5,,
239,技辆,2020-06-10,20.0,32.8,66.2,1.1,69.3,,7.6,,
239,技辆,2020-06-11,20.5,30.8,11.8,1.3,76.0,,4.9,,
239,技辆,2020-06-12,20.5,26.4,3.1,0.8,86.3,,9.3,,
239,技辆,2020-06-13,21.2,30.4,5.7,1.4,83.0,,8.8,,
239,技辆,2020-06-14,20.1,28.2,0.5,1.3,75.6,,5.3,,
239,技辆,2020-06-15,17.1,28.5,,1.3,64.0,,4.3,,
239,技辆,2020-06-16,18.2,28.7,,1.1,69.5,,6.8,,
239,技辆,2020-06-17,19.0,27.7,,0.9,70.3,,9.4,,
239,技辆,2020-06-18,18.8,23.1,0.2,1.5,74.1,,9.0,,
