瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),老 弥缴脚利汲(cm),乞闭 傈款樊(1/10),救俺 拌加矫埃(hr),老 固技刚瘤 丑档(Ф/З)
239,技辆,2021-11-08,5.2,15.5,21.4,1.6,76.0,,8.4,,
239,技辆,2021-11-09,4.9,11.9,3.6,1.7,76.8,,7.4,,
239,技辆,2021-11-10,2.6,7.8,3.2,1.0,86.4,,5.5,,
239,技辆,2021-11-11,2.7,10.1,0.2,1.4,71.1,,5.6,,
239,技辆,2021-11-12,2.3,8.4,0.0,1.2,73.6,,2.6,,
239,技辆,2021-11-13,0.3,13.6,,0.6,75.1,,3.1,,
239,技辆,2021-11-14,3.7,17.3,,1.0,68.5,,2.1,,
239,技辆,2021-11-15,2.7,16.7,,0.6,76.0,,3.9,,
239,技辆,2021-11-16,2.9,15.6,,0.8,64.1,,1.6,,
239,技辆,2021-11-17,1.5,14.6,,0.8,61.5,,3.6,,
239,技辆,2021-11-18,2.8,16.4,,0.9,75.3,,4.1,,
239,技辆,2021-11-19,6.9,17.5,,0.8,82.4,,7.1,,
239,技辆,2021-11-20,7.5,16.6,,0.6,80.4,,4.8,,
239,技辆,2021-11-21,6.1,15.0,,0.7,79.3,,8.9,,
239,技辆,2021-11-22,1.0,12.3,3.5,2.3,74.0,,7.6,,
239,技辆,2021-11-23,-1.7,3.4,0.3,1.5,73.6,,4.8,,
239,技辆,2021-11-24,-1.5,12.2,,1.4,63.1,,2.0,,
239,技辆,2021-11-25,2.2,14.2,,1.6,63.6,,0.8,,
239,技辆,2021-11-26,-0.6,11.0,,1.0,60.1,,1.3,,
239,技辆,2021-11-27,-0.7,9.8,,0.5,54.5,,0.0,,
239,技辆,2021-11-28,-2.4,13.4,,0.5,55.1,,3.1,,
239,技辆,2021-11-29,-1.1,12.8,,0.5,68.8,,5.6,,
239,技辆,2021-11-30,2.8,9.7,28.6,1.9,77.1,,9.1,,
239,技辆,2021-12-01,-3.4,3.3,0.1,3.3,52.0,,4.9,,
239,技辆,2021-12-02,-4.3,6.6,0.7,1.0,64.3,,4.8,,
239,技辆,2021-12-03,0.6,8.0,1.8,2.0,62.9,,3.5,,
239,技辆,2021-12-04,-3.6,2.6,,0.7,70.9,,2.4,,
239,技辆,2021-12-05,-3.0,8.5,,0.5,74.6,,1.5,,
239,技辆,2021-12-06,-1.4,11.7,,0.5,67.3,,5.4,,
239,技辆,2021-12-07,0.3,12.1,,0.6,68.8,,0.0,,
239,技辆,2021-12-08,-0.3,12.6,,0.5,72.9,,3.5,,
239,技辆,2021-12-09,0.3,10.8,,0.4,75.9,,5.6,,
239,技辆,2021-12-10,3.8,9.3,1.5,0.4,88.1,,8.6,,
239,技辆,2021-12-11,3.8,10.3,,0.7,84.1,,8.6,,
239,技辆,2021-12-12,-2.8,7.6,,2.0,61.9,,4.4,,
239,技辆,2021-12-13,-5.6,2.8,,1.6,46.1,,0.0,,
239,技辆,2021-12-14,-4.6,7.4,0.4,1.0,65.9,,5.6,,
239,技辆,2021-12-15,4.1,11.6,0.4,1.2,78.0,,5.4,,
239,技辆,2021-12-16,2.7,10.4,,0.6,81.4,,9.3,,
239,技辆,2021-12-17,-9.0,5.9,0.2,3.6,55.4,,5.6,,
239,技辆,2021-12-18,-11.7,1.1,1.1,1.1,64.1,,4.3,,
239,技辆,2021-12-19,-2.7,5.0,0.7,1.1,68.3,,1.6,,
239,技辆,2021-12-20,-1.4,10.7,,1.6,67.0,,4.0,,
239,技辆,2021-12-21,1.3,12.8,,1.4,66.4,,3.8,,
239,技辆,2021-12-22,-2.4,9.3,,0.5,49.3,,0.0,,
239,技辆,2021-12-23,-3.7,8.8,,0.5,57.0,,1.9,,
239,技辆,2021-12-24,-3.5,6.6,,1.5,68.9,,6.9,,
239,技辆,2021-12-25,-10.9,-3.5,,2.9,56.5,,3.1,,
239,技辆,2021-12-26,-14.0,-5.1,,1.8,55.5,,0.6,,
239,技辆,2021-12-27,-13.0,0.0,0.2,0.9,63.3,,3.1,,
239,技辆,2021-12-28,-4.6,1.3,,0.4,88.3,,5.8,,
239,技辆,2021-12-29,-2.9,7.4,0.0,1.2,71.0,,5.1,,
239,技辆,2021-12-30,-4.3,2.2,0.9,1.8,60.9,,3.5,,
239,技辆,2021-12-31,-8.6,-0.8,,1.5,51.1,,0.1,,
239,技辆,2022-01-01,-10.7,0.7,,0.5,54.1,,2.1,,
239,技辆,2022-01-02,-8.0,6.3,,1.0,60.9,,3.3,,
239,技辆,2022-01-03,-8.0,3.5,,0.7,65.0,,3.0,,
239,技辆,2022-01-04,-4.7,4.5,,1.5,46.6,,1.7,,
239,技辆,2022-01-05,-7.0,1.5,,0.5,52.8,,8.4,,
239,技辆,2022-01-06,-6.7,5.0,,0.9,50.0,,0.0,,
239,技辆,2022-01-07,-7.8,5.2,,0.4,54.3,,0.0,,
239,技辆,2022-01-08,-7.3,7.1,,0.7,58.4,,,,
239,技辆,2022-01-09,-2.0,6.3,,1.0,64.1,,4.6,,
239,技辆,2022-01-10,-4.9,5.8,0.3,0.7,67.3,,9.4,,
239,技辆,2022-01-11,-7.4,-0.4,0.1,2.8,52.9,,4.3,,
239,技辆,2022-01-12,-11.5,0.2,,1.3,50.0,,3.1,,
239,技辆,2022-01-13,-7.7,-1.0,,2.3,53.3,,5.0,,
239,技辆,2022-01-14,-10.7,2.4,,0.7,46.0,,3.0,,
239,技辆,2022-01-15,-6.6,5.5,,0.7,45.0,,5.8,,
239,技辆,2022-01-16,-5.1,2.9,0.5,1.9,52.4,,2.0,,
239,技辆,2022-01-17,-8.0,1.9,,1.7,58.1,,6.1,,
239,技辆,2022-01-18,-10.1,1.6,,1.1,40.3,,0.0,,
239,技辆,2022-01-19,-9.5,2.1,0.3,1.2,64.1,,4.4,,
239,技辆,2022-01-20,-10.7,2.1,,0.9,56.9,,0.1,,
239,技辆,2022-01-21,-9.4,5.2,,0.5,52.8,,2.6,,
239,技辆,2022-01-22,-3.5,8.8,,0.5,48.1,,8.3,,
239,技辆,2022-01-23,-0.2,9.6,,0.8,49.1,,5.1,,
239,技辆,2022-01-24,-2.1,8.7,,1.6,54.1,,4.1,,
239,技辆,2022-01-25,-0.3,4.8,1.1,0.9,83.6,,6.9,,
239,技辆,2022-01-26,-1.5,6.7,,1.1,63.1,,6.0,,
239,技辆,2022-01-27,-3.9,6.0,,0.9,52.1,,3.4,,
239,技辆,2022-01-28,-5.3,4.4,,1.2,49.3,,4.9,,
239,技辆,2022-01-29,-6.0,2.9,,1.5,47.1,,2.8,,
239,技辆,2022-01-30,-8.2,3.6,,1.1,47.0,,1.8,,
239,技辆,2022-01-31,-9.1,6.0,0.4,0.9,58.8,,2.3,,
239,技辆,2022-02-01,-2.1,2.9,0.1,1.4,65.3,,4.6,,
239,技辆,2022-02-02,-3.5,2.7,,1.5,45.9,,3.6,,
239,技辆,2022-02-03,-5.9,2.7,,1.8,46.1,,2.9,,
239,技辆,2022-02-04,-6.4,1.7,0.1,1.8,55.0,,7.0,,
239,技辆,2022-02-05,-8.9,-0.2,0.0,1.8,58.4,,3.9,,
239,技辆,2022-02-06,-9.6,2.9,,1.4,58.4,,2.3,,
239,技辆,2022-02-07,-8.2,2.3,,1.3,46.4,,6.8,,
239,技辆,2022-02-08,-6.1,6.4,,1.1,47.6,,4.1,,
239,技辆,2022-02-09,-6.3,7.7,,0.7,44.6,,5.4,,
239,技辆,2022-02-10,-1.8,8.2,,1.3,39.8,,2.0,,
239,技辆,2022-02-11,-4.7,10.0,,1.0,46.1,,3.5,,
239,技辆,2022-02-12,-1.9,11.2,,0.8,45.0,,4.4,,
239,技辆,2022-02-13,-0.4,10.6,,0.7,49.4,,4.6,,
239,技辆,2022-02-14,-2.2,11.3,0.4,1.5,56.4,,3.8,,
239,技辆,2022-02-15,-6.5,0.0,,2.3,58.8,,7.1,,
239,技辆,2022-02-16,-8.7,-2.1,0.1,2.4,57.1,,4.9,,
239,技辆,2022-02-17,-10.4,-1.1,,1.5,44.4,,1.0,,
239,技辆,2022-02-18,-10.2,6.4,,0.8,39.4,,6.9,,
239,技辆,2022-02-19,-4.2,3.8,,1.8,45.3,,9.0,,
239,技辆,2022-02-20,-6.7,0.1,,2.8,42.4,,1.1,,
239,技辆,2022-02-21,-8.8,5.0,,1.5,53.5,,3.4,,
239,技辆,2022-02-22,-5.8,2.0,,2.2,44.3,,4.8,,
239,技辆,2022-02-23,-10.1,1.2,,2.0,35.5,,3.0,,
239,技辆,2022-02-24,-10.2,4.8,,1.3,45.6,,0.6,,
239,技辆,2022-02-25,-5.8,10.3,,1.2,64.9,,2.4,,
239,技辆,2022-02-26,1.2,11.7,1.5,2.2,65.6,,6.0,,
239,技辆,2022-02-27,-1.3,11.4,,1.4,44.1,,0.0,,
239,技辆,2022-02-28,-1.5,13.0,,0.8,45.3,,5.8,,
239,技辆,2022-03-01,0.3,12.5,1.4,1.3,68.0,,5.8,,
239,技辆,2022-03-02,-4.4,10.3,,1.4,58.0,,0.1,,
239,技辆,2022-03-03,-1.8,13.6,,1.3,52.5,,0.6,,
239,技辆,2022-03-04,-0.8,16.4,,1.9,49.0,,5.0,,
239,技辆,2022-03-05,-1.1,8.2,,2.9,36.1,,0.6,,
239,技辆,2022-03-06,-3.5,8.5,,1.9,30.8,,2.1,,
239,技辆,2022-03-07,-4.3,11.1,,1.1,36.6,,4.3,,
239,技辆,2022-03-08,-2.6,13.5,,0.9,53.8,,2.1,,
239,技辆,2022-03-09,-0.5,15.9,,0.9,54.1,,2.1,,
239,技辆,2022-03-10,0.4,17.4,,1.0,43.5,,5.9,,
239,技辆,2022-03-11,3.7,16.9,,0.5,52.6,,8.3,,
239,技辆,2022-03-12,8.9,21.1,,1.3,61.9,,8.4,,
239,技辆,2022-03-13,11.8,16.9,23.7,1.4,90.0,,9.5,,
239,技辆,2022-03-14,5.0,14.6,6.9,1.3,90.4,,9.6,,
239,技辆,2022-03-15,2.2,16.0,,1.1,63.9,,3.3,,
239,技辆,2022-03-16,2.1,18.3,,1.3,59.6,,4.4,,
239,技辆,2022-03-17,6.1,10.9,6.7,2.0,78.6,,10.0,,
239,技辆,2022-03-18,5.1,9.4,3.5,2.9,71.9,,9.4,,
239,技辆,2022-03-19,1.9,7.6,8.6,1.5,82.9,,9.8,,
239,技辆,2022-03-20,1.3,10.5,,1.2,67.1,,8.4,,
239,技辆,2022-03-21,-1.3,11.7,,1.2,47.1,,7.6,,
239,技辆,2022-03-22,1.0,12.8,,1.4,41.5,,3.6,,
239,技辆,2022-03-23,1.6,8.7,,1.0,60.3,,7.0,,
239,技辆,2022-03-24,0.0,15.3,,1.1,62.4,,6.0,,
239,技辆,2022-03-25,5.1,18.7,11.2,1.2,67.4,,7.6,,
239,技辆,2022-03-26,7.0,14.6,15.1,1.8,86.1,,8.4,,
239,技辆,2022-03-27,2.5,14.6,,2.1,55.5,,1.6,,
239,技辆,2022-03-28,-1.9,14.8,,1.0,40.9,,1.9,,
239,技辆,2022-03-29,1.5,18.2,,1.0,51.3,,0.0,,
239,技辆,2022-03-30,4.3,17.5,0.0,0.9,75.8,,7.9,,
239,技辆,2022-03-31,8.4,14.9,,1.6,69.1,,9.6,,
239,技辆,2022-04-01,3.9,15.5,,1.8,47.8,,4.3,,
239,技辆,2022-04-02,-0.5,15.2,,1.2,46.3,,0.8,,
239,技辆,2022-04-03,0.1,17.2,,1.3,46.3,,0.3,,
239,技辆,2022-04-04,1.5,19.0,,1.3,42.8,,0.1,,
239,技辆,2022-04-05,0.3,18.2,,1.0,42.3,,7.1,,
239,技辆,2022-04-06,4.0,20.3,,1.6,39.8,,1.4,,
239,技辆,2022-04-07,5.2,18.3,0.8,1.6,47.5,,3.5,,
239,技辆,2022-04-08,3.0,22.9,,1.2,35.5,,0.0,,
239,技辆,2022-04-09,9.8,25.5,,1.5,39.0,,1.5,,
239,技辆,2022-04-10,10.3,27.1,,1.1,42.1,,3.8,,
239,技辆,2022-04-11,12.0,27.4,,1.1,56.9,,1.5,,
239,技辆,2022-04-12,14.6,27.0,,1.3,71.0,,5.8,,
239,技辆,2022-04-13,8.7,17.3,19.0,2.0,92.0,,9.5,,
239,技辆,2022-04-14,8.4,14.2,1.8,2.5,80.0,,9.3,,
239,技辆,2022-04-15,6.4,18.9,,1.9,55.3,,3.0,,
239,技辆,2022-04-16,5.7,19.9,,1.5,45.9,,0.6,,
239,技辆,2022-04-17,3.2,21.7,,1.3,45.1,,2.3,,
239,技辆,2022-04-18,8.1,22.3,,1.3,46.1,,7.5,,
239,技辆,2022-04-19,6.9,23.9,,1.4,38.6,,1.8,,
239,技辆,2022-04-20,6.1,23.0,0.0,1.3,43.5,,0.1,,
239,技辆,2022-04-21,6.8,21.4,,1.1,51.0,,4.3,,
239,技辆,2022-04-22,10.3,24.3,,1.9,68.9,,4.5,,
239,技辆,2022-04-23,11.8,24.8,,1.1,62.3,,7.9,,
239,技辆,2022-04-24,13.3,27.6,,1.2,67.9,,3.0,,
239,技辆,2022-04-25,14.9,26.2,3.0,1.1,71.4,,9.5,,
239,技辆,2022-04-26,15.4,24.2,17.0,1.4,80.6,,8.6,,
239,技辆,2022-04-27,11.5,23.3,,1.5,38.6,,2.1,,
239,技辆,2022-04-28,9.2,25.5,,1.3,53.6,,5.5,,
239,技辆,2022-04-29,9.8,17.0,12.1,2.0,72.4,,7.1,,
239,技辆,2022-04-30,9.0,18.1,,1.5,68.3,,8.1,,
239,技辆,2022-05-01,5.7,19.6,,1.8,54.4,,1.5,,
239,技辆,2022-05-02,6.8,19.9,,1.8,54.8,,2.5,,
239,技辆,2022-05-03,4.3,20.7,,1.2,46.8,,0.4,,
239,技辆,2022-05-04,7.0,25.4,,1.2,42.3,,0.0,,
239,技辆,2022-05-05,8.4,25.9,,1.0,49.1,,0.0,,
239,技辆,2022-05-06,11.3,26.7,,1.2,62.9,,4.1,,
239,技辆,2022-05-07,12.1,23.2,,1.9,57.6,,5.8,,
239,技辆,2022-05-08,11.0,23.0,0.7,2.1,48.5,,8.6,,
239,技辆,2022-05-09,10.4,22.8,3.7,1.8,56.9,,5.8,,
239,技辆,2022-05-10,10.8,25.5,,1.4,38.3,,5.8,,
239,技辆,2022-05-11,13.2,24.6,,1.1,48.8,,8.4,,
239,技辆,2022-05-12,13.7,27.5,,1.1,55.3,,8.1,,
239,技辆,2022-05-13,14.9,21.3,,1.3,59.6,,7.1,,
239,技辆,2022-05-14,8.7,21.2,,1.8,39.3,,4.6,,
239,技辆,2022-05-15,7.9,20.9,,1.8,38.5,,2.0,,
239,技辆,2022-05-16,6.6,23.8,,1.2,41.5,,0.0,,
239,技辆,2022-05-17,10.2,26.9,,1.5,47.5,,0.0,,
239,技辆,2022-05-18,13.4,26.9,,2.1,41.1,,1.8,,
239,技辆,2022-05-19,16.0,24.3,,1.6,31.9,,7.8,,
239,技辆,2022-05-20,13.0,27.1,,1.2,50.9,,4.3,,
239,技辆,2022-05-21,13.5,26.8,,1.3,65.6,,1.8,,
239,技辆,2022-05-22,14.0,28.0,,1.4,69.3,,1.3,,
239,技辆,2022-05-23,15.4,29.8,,1.1,65.3,,4.5,,
239,技辆,2022-05-24,13.7,30.0,,1.6,53.5,,0.0,,
239,技辆,2022-05-25,14.3,28.4,,1.3,57.3,,4.8,,
239,技辆,2022-05-26,12.2,25.1,5.0,1.5,57.1,,1.5,,
239,技辆,2022-05-27,15.4,26.6,,2.2,52.4,,1.8,,
239,技辆,2022-05-28,14.5,29.1,,1.4,47.0,,3.9,,
239,技辆,2022-05-29,15.3,29.2,,1.2,54.8,,4.5,,
239,技辆,2022-05-30,17.4,26.0,,1.5,64.0,,7.0,,
239,技辆,2022-05-31,11.2,27.7,,1.3,43.6,,1.8,,
239,技辆,2022-06-01,13.8,30.3,,1.6,36.0,,1.1,,
239,技辆,2022-06-02,12.6,29.1,,1.3,60.8,,0.1,,
239,技辆,2022-06-03,17.3,31.6,,1.2,61.8,,3.3,,
239,技辆,2022-06-04,19.0,30.3,,1.9,50.9,,7.4,,
239,技辆,2022-06-05,16.6,23.7,4.0,2.0,75.5,,9.5,,
239,技辆,2022-06-06,16.1,23.0,1.1,1.5,76.5,,6.0,,
239,技辆,2022-06-07,14.1,20.9,0.4,1.6,75.6,,5.5,,
239,技辆,2022-06-08,14.5,26.0,,1.5,66.0,,5.9,,
239,技辆,2022-06-09,17.2,27.2,0.0,1.3,68.4,,6.5,,
239,技辆,2022-06-10,16.4,29.1,,1.3,63.3,,5.9,,
239,技辆,2022-06-11,17.5,30.8,,1.7,55.4,,5.5,,
239,技辆,2022-06-12,18.3,29.5,,1.6,57.8,,7.1,,
239,技辆,2022-06-13,19.3,27.4,,3.0,54.1,,7.8,,
239,技辆,2022-06-14,15.7,21.7,2.3,3.1,71.8,,7.6,,
239,技辆,2022-06-15,14.9,25.4,20.3,1.3,82.3,,7.4,,
239,技辆,2022-06-16,17.5,26.4,,1.2,65.8,,4.3,,
239,技辆,2022-06-17,16.1,27.5,,0.8,73.6,,6.6,,
239,技辆,2022-06-18,20.8,28.2,,1.0,74.0,,6.0,,
239,技辆,2022-06-19,20.3,28.4,,0.9,74.0,,5.9,,
239,技辆,2022-06-20,21.2,32.3,,1.3,68.9,,4.0,,
239,技辆,2022-06-21,20.6,35.1,,1.4,65.1,,1.3,,
239,技辆,2022-06-22,21.4,33.2,,1.1,65.8,,3.3,,
239,技辆,2022-06-23,20.7,30.2,18.2,1.6,87.6,,8.8,,
239,技辆,2022-06-24,22.3,28.2,9.4,2.0,80.4,,6.1,,
239,技辆,2022-06-25,22.0,32.7,,1.3,72.9,,2.8,,
239,技辆,2022-06-26,24.1,30.5,,1.7,72.5,,7.9,,
239,技辆,2022-06-27,25.1,30.3,0.1,2.0,70.0,,9.9,,
239,技辆,2022-06-28,27.3,31.3,,2.9,61.8,,9.3,,
239,技辆,2022-06-29,24.1,29.2,49.9,2.3,82.5,,9.6,,
239,技辆,2022-06-30,24.4,30.4,12.8,1.7,83.4,,7.4,,
239,技辆,2022-07-01,23.0,33.1,,1.1,71.8,,4.5,,
239,技辆,2022-07-02,23.0,34.0,,1.2,70.0,,3.8,,
239,技辆,2022-07-03,22.3,34.3,51.7,1.2,75.1,,6.5,,
239,技辆,2022-07-04,22.7,33.4,,0.8,81.0,,7.4,,
239,技辆,2022-07-05,23.8,33.7,,0.8,81.3,,8.0,,
239,技辆,2022-07-06,24.8,34.6,2.0,1.1,74.4,,7.3,,
239,技辆,2022-07-07,25.7,33.0,9.5,1.7,75.6,,7.4,,
239,技辆,2022-07-08,23.3,31.2,0.2,1.1,77.0,,6.0,,
239,技辆,2022-07-09,21.9,29.8,,0.7,81.0,,5.9,,
239,技辆,2022-07-10,22.9,33.9,2.4,0.8,78.3,,6.0,,
239,技辆,2022-07-11,22.9,27.6,3.8,0.8,89.3,,7.3,,
239,技辆,2022-07-12,23.4,29.9,,0.9,83.5,,7.8,,
239,技辆,2022-07-13,23.9,26.5,17.7,1.7,87.1,,9.1,,
239,技辆,2022-07-14,23.1,30.0,0.2,1.4,82.0,,6.1,,
239,技辆,2022-07-15,21.3,30.4,,1.1,75.6,,3.1,,
239,技辆,2022-07-16,21.1,30.5,,1.3,72.3,,5.0,,
239,技辆,2022-07-17,20.6,30.1,,1.1,76.1,,7.3,,
239,技辆,2022-07-18,21.1,24.7,76.8,1.5,94.4,,8.0,,
239,技辆,2022-07-19,20.3,30.7,,0.9,84.0,,7.1,,
239,技辆,2022-07-20,22.4,32.2,,1.0,73.6,,8.0,,
239,技辆,2022-07-21,22.5,25.6,22.7,1.4,88.1,,8.0,,
239,技辆,2022-07-22,21.6,29.8,,1.3,75.9,,6.3,,
239,技辆,2022-07-23,21.1,28.1,22.9,1.0,82.5,,8.3,,
239,技辆,2022-07-24,22.3,26.1,7.5,0.7,94.0,,6.8,,
239,技辆,2022-07-25,23.4,31.6,,1.1,78.3,,3.0,,
239,技辆,2022-07-26,22.2,33.4,,0.8,75.4,,2.6,,
239,技辆,2022-07-27,24.7,30.9,,2.0,69.5,,5.3,,
239,技辆,2022-07-28,23.4,33.0,4.4,1.7,79.0,,4.6,,
239,技辆,2022-07-29,24.3,34.5,,1.5,70.3,,3.3,,
239,技辆,2022-07-30,25.4,32.5,,2.3,69.6,,6.5,,
239,技辆,2022-07-31,24.9,28.0,17.7,1.5,89.5,,9.6,,
239,技辆,2022-08-01,24.8,32.4,4.7,1.7,85.5,,8.1,,
239,技辆,2022-08-02,25.5,31.0,0.0,1.5,82.8,,8.5,,
239,技辆,2022-08-03,25.6,32.8,0.4,1.5,78.4,,5.0,,
239,技辆,2022-08-04,24.7,33.2,,1.0,80.5,,5.0,,
239,技辆,2022-08-05,25.5,32.6,1.4,0.8,82.5,,5.3,,
239,技辆,2022-08-06,25.5,33.4,,0.9,79.1,,4.5,,
239,技辆,2022-08-07,26.0,32.8,,1.1,79.1,,7.0,,
239,技辆,2022-08-08,26.1,29.5,7.3,2.0,79.4,,10.0,,
239,技辆,2022-08-09,25.4,29.8,6.6,2.2,81.3,,10.0,,
239,技辆,2022-08-10,23.0,27.5,139.3,1.3,95.4,,10.0,,
239,技辆,2022-08-11,24.3,26.2,65.8,1.8,94.8,,9.9,,
239,技辆,2022-08-12,23.4,32.0,0.0,1.0,77.5,,4.4,,
239,技辆,2022-08-13,23.4,27.8,18.3,0.7,88.8,,8.1,,
239,技辆,2022-08-14,24.4,31.0,8.6,1.0,88.5,,7.4,,
239,技辆,2022-08-15,24.6,31.1,29.8,2.5,77.4,,9.1,,
239,技辆,2022-08-16,23.7,29.7,0.7,1.1,86.5,,6.6,,
239,技辆,2022-08-17,21.6,30.7,7.9,0.9,86.1,,6.1,,
239,技辆,2022-08-18,19.1,30.4,,0.8,78.5,,3.9,,
239,技辆,2022-08-19,20.7,29.7,,1.3,82.8,,8.8,,
239,技辆,2022-08-20,24.5,31.5,41.0,1.2,84.1,,6.6,,
239,技辆,2022-08-21,23.4,32.1,,1.2,76.4,,3.5,,
239,技辆,2022-08-22,23.0,32.0,,0.8,77.3,,7.8,,
239,技辆,2022-08-23,22.8,25.4,33.2,0.7,92.4,,8.3,,
239,技辆,2022-08-24,21.0,25.9,0.4,2.0,77.6,,7.4,,
239,技辆,2022-08-25,17.9,28.3,0.0,1.1,79.3,,9.3,,
239,技辆,2022-08-26,15.9,27.9,,1.0,75.8,,3.5,,
239,技辆,2022-08-27,16.4,25.3,,1.8,63.5,,4.6,,
239,技辆,2022-08-28,14.7,27.8,,1.2,66.8,,4.1,,
239,技辆,2022-08-29,16.8,21.5,5.1,1.4,78.5,,8.8,,
239,技辆,2022-08-30,16.8,20.3,43.4,1.0,94.4,,8.9,,
239,技辆,2022-08-31,19.3,23.6,7.1,0.8,90.1,,8.0,,
239,技辆,2022-09-01,19.1,28.2,,0.9,80.1,,7.8,,
239,技辆,2022-09-02,17.8,27.7,,1.9,71.1,,5.3,,
239,技辆,2022-09-03,20.7,26.8,,3.0,70.0,,7.3,,
239,技辆,2022-09-04,20.8,27.4,2.6,1.7,80.9,,9.8,,
239,技辆,2022-09-05,18.3,25.2,61.5,1.1,95.5,,10.0,,
239,技辆,2022-09-06,17.1,25.5,72.2,2.6,79.6,,5.5,,
239,技辆,2022-09-07,16.2,27.7,,1.0,71.3,,4.1,,
239,技辆,2022-09-08,14.3,29.2,,0.7,69.6,,2.6,,
239,技辆,2022-09-09,17.3,28.7,,1.2,63.6,,5.1,,
239,技辆,2022-09-10,18.8,26.7,,2.1,63.6,,8.6,,
239,技辆,2022-09-11,19.4,28.3,,1.2,68.1,,8.8,,
239,技辆,2022-09-12,20.7,26.6,1.9,0.9,85.4,,9.9,,
239,技辆,2022-09-13,21.3,27.1,,1.4,75.5,,9.3,,
239,技辆,2022-09-14,21.6,28.4,,3.0,49.4,,8.5,,
239,技辆,2022-09-15,21.8,29.3,,2.9,63.4,,7.1,,
239,技辆,2022-09-16,21.5,29.2,0.1,2.2,73.1,,7.4,,
239,技辆,2022-09-17,23.0,32.7,,1.2,75.6,,7.4,,
239,技辆,2022-09-18,23.4,32.6,,1.8,70.8,,8.8,,
239,技辆,2022-09-19,18.8,30.3,,3.2,61.8,,5.1,,
239,技辆,2022-09-20,15.1,24.6,,1.5,62.3,,3.4,,
239,技辆,2022-09-21,13.2,24.1,,1.5,62.9,,0.3,,
239,技辆,2022-09-22,12.7,23.8,,1.1,61.5,,7.5,,
239,技辆,2022-09-23,12.9,23.7,0.5,1.4,69.5,,4.4,,
239,技辆,2022-09-24,10.6,23.9,,1.4,62.4,,5.1,,
239,技辆,2022-09-25,14.0,24.8,,0.8,66.9,,8.6,,
239,技辆,2022-09-26,14.5,25.6,,0.8,65.8,,8.2,,
239,技辆,2022-09-27,12.1,27.5,,0.8,65.6,,0.3,,
239,技辆,2022-09-28,14.1,25.3,,0.6,76.8,,4.6,,
239,技辆,2022-09-29,15.1,,,0.5,,,3.9,,
239,技辆,2022-09-30,12.9,27.8,,0.5,,,2.8,,
239,技辆,2022-10-01,12.4,27.5,,0.6,70.1,,6.3,,
239,技辆,2022-10-02,16.6,28.1,1.6,1.0,72.5,,9.3,,
239,技辆,2022-10-03,18.2,25.8,24.0,1.7,84.5,,8.9,,
239,技辆,2022-10-04,14.9,24.5,45.5,1.9,80.4,,9.1,,
239,技辆,2022-10-05,13.0,21.1,,1.0,71.3,,6.8,,
239,技辆,2022-10-06,13.1,20.9,1.5,0.9,80.0,,9.0,,
239,技辆,2022-10-07,11.5,18.8,,1.8,67.0,,5.4,,
239,技辆,2022-10-08,9.7,20.6,,1.7,62.5,,2.0,,
239,技辆,2022-10-09,10.7,15.0,22.3,1.0,84.6,,9.8,,
239,技辆,2022-10-10,7.7,13.4,5.8,1.9,74.1,,5.8,,
239,技辆,2022-10-11,7.8,17.3,,1.6,70.3,,1.9,,
239,技辆,2022-10-12,4.9,20.1,,0.7,79.8,,3.4,,
239,技辆,2022-10-13,9.2,22.1,,0.8,75.4,,2.3,,
239,技辆,2022-10-14,10.6,22.4,,0.8,76.4,,7.4,,
239,技辆,2022-10-15,12.8,24.5,,0.6,72.8,,7.3,,
239,技辆,2022-10-16,14.4,22.1,,0.9,79.6,,8.5,,
239,技辆,2022-10-17,7.5,15.3,,2.5,49.8,,3.0,,
239,技辆,2022-10-18,2.2,14.2,,1.7,60.8,,0.0,,
239,技辆,2022-10-19,1.4,16.6,,1.1,62.9,,0.0,,
239,技辆,2022-10-20,3.1,19.2,,0.7,69.8,,4.0,,
239,技辆,2022-10-21,6.0,18.9,,0.6,71.5,,8.6,,
239,技辆,2022-10-22,8.1,21.5,,0.9,73.3,,3.1,,
239,技辆,2022-10-23,9.8,19.4,,1.6,63.0,,2.8,,
239,技辆,2022-10-24,4.9,15.1,,1.7,56.1,,1.8,,
239,技辆,2022-10-25,3.2,16.3,,0.7,62.9,,0.4,,
239,技辆,2022-10-26,4.6,18.2,,0.6,63.5,,4.1,,
239,技辆,2022-10-27,6.2,20.3,,1.0,66.1,,1.1,,
239,技辆,2022-10-28,8.9,19.9,,0.7,71.6,,9.7,,
239,技辆,2022-10-29,8.3,20.7,,0.5,69.9,,,,
239,技辆,2022-10-30,8.3,20.7,,0.7,67.6,,,,
239,技辆,2022-10-31,9.6,20.0,,0.8,64.1,,4.1,,
239,技辆,2022-11-01,8.4,19.2,,1.0,74.6,,3.8,,
239,技辆,2022-11-02,4.6,19.0,,0.8,66.3,,2.9,,
239,技辆,2022-11-03,3.7,16.4,,1.1,60.6,,7.7,,
239,技辆,2022-11-04,1.3,10.5,,1.8,47.0,,0.9,,
239,技辆,2022-11-05,-1.8,14.5,,0.8,57.0,,0.0,,
