ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%),ÀÏ ÃÖ½É½ÅÀû¼³(cm),Æò±Õ Àü¿î·®(1/10),¾È°³ °è¼Ó½Ã°£(hr)
116,°ü¾Ç»ê,1990-06-25,17.6,20.7,79.5,7.0,89.5,,10.0,22.5
116,°ü¾Ç»ê,1990-06-26,16.4,21.3,33.1,2.7,90.0,,10.0,24.0
116,°ü¾Ç»ê,1990-06-27,15.3,18.2,6.8,4.3,89.3,,9.5,17.08
116,°ü¾Ç»ê,1990-06-28,16.0,18.6,0.7,6.7,84.3,,9.3,
116,°ü¾Ç»ê,1990-06-29,14.5,22.6,10.2,5.2,84.3,,10.0,8.63
116,°ü¾Ç»ê,1990-06-30,13.8,23.4,,5.4,76.0,,4.3,
116,°ü¾Ç»ê,1990-07-01,12.8,23.8,,4.4,74.5,,5.5,
116,°ü¾Ç»ê,1990-07-02,14.8,17.5,17.1,8.6,85.3,,9.8,12.92
116,°ü¾Ç»ê,1990-07-03,15.2,19.6,6.1,4.8,87.0,,10.0,24.0
116,°ü¾Ç»ê,1990-07-04,15.1,26.0,0.4,5.5,80.3,,7.5,12.42
116,°ü¾Ç»ê,1990-07-05,16.2,25.2,,2.4,77.5,,4.0,
116,°ü¾Ç»ê,1990-07-06,16.2,24.2,1.2,2.2,87.0,,9.5,7.5
116,°ü¾Ç»ê,1990-07-07,21.6,26.5,18.5,5.6,87.5,,8.3,7.77
116,°ü¾Ç»ê,1990-07-08,21.0,27.6,10.1,6.3,83.0,,8.8,9.12
116,°ü¾Ç»ê,1990-07-09,20.8,28.8,,5.3,79.0,,5.5,
116,°ü¾Ç»ê,1990-07-10,20.8,27.6,2.2,3.5,80.3,,4.8,1.42
116,°ü¾Ç»ê,1990-07-11,20.6,23.2,55.1,4.5,86.8,,10.0,20.58
116,°ü¾Ç»ê,1990-07-12,18.8,28.4,7.0,4.8,84.0,,9.3,13.92
116,°ü¾Ç»ê,1990-07-13,17.8,22.7,,3.9,84.8,,10.0,24.0
116,°ü¾Ç»ê,1990-07-14,18.2,20.7,51.6,6.7,87.8,,10.0,24.0
116,°ü¾Ç»ê,1990-07-15,19.1,23.9,6.9,4.6,88.5,,10.0,22.63
116,°ü¾Ç»ê,1990-07-16,19.4,24.0,27.0,6.3,87.8,,10.0,21.92
116,°ü¾Ç»ê,1990-07-17,18.5,22.5,60.9,5.4,86.5,,10.0,19.67
116,°ü¾Ç»ê,1990-07-18,18.8,22.8,49.1,8.4,89.0,,10.0,16.75
116,°ü¾Ç»ê,1990-07-19,18.4,25.4,2.1,3.1,86.3,,8.8,
116,°ü¾Ç»ê,1990-07-20,18.2,24.6,3.3,6.2,86.8,,10.0,3.98
116,°ü¾Ç»ê,1990-07-21,20.1,22.7,6.9,9.7,89.5,,10.0,23.42
116,°ü¾Ç»ê,1990-07-22,20.1,24.6,0.6,5.5,86.0,,8.8,11.5
116,°ü¾Ç»ê,1990-07-23,20.6,22.8,4.8,7.3,90.0,,10.0,21.58
116,°ü¾Ç»ê,1990-07-24,20.0,23.3,35.0,9.8,90.5,,10.0,24.0
116,°ü¾Ç»ê,1990-07-25,19.8,26.0,59.0,6.2,85.0,,9.0,13.83
116,°ü¾Ç»ê,1990-07-26,21.0,25.4,9.3,4.0,88.0,,10.0,22.17
116,°ü¾Ç»ê,1990-07-27,21.0,25.7,0.4,4.9,88.5,,9.5,14.02
116,°ü¾Ç»ê,1990-07-28,21.0,30.6,,4.8,81.3,,5.5,5.13
116,°ü¾Ç»ê,1990-07-29,22.0,29.6,,2.7,81.0,,1.8,
116,°ü¾Ç»ê,1990-07-30,23.0,31.1,,2.6,79.3,,1.3,
116,°ü¾Ç»ê,1990-07-31,21.8,31.0,,3.8,80.0,,3.0,
116,°ü¾Ç»ê,1990-08-01,22.0,30.7,,4.0,80.8,,2.0,
116,°ü¾Ç»ê,1990-08-02,22.4,31.4,,2.2,78.8,,1.8,
116,°ü¾Ç»ê,1990-08-03,23.4,32.0,,3.1,78.5,,0.8,2.45
116,°ü¾Ç»ê,1990-08-04,21.2,31.4,,3.1,76.3,,0.0,
116,°ü¾Ç»ê,1990-08-05,21.2,31.4,,1.3,77.8,,4.8,
116,°ü¾Ç»ê,1990-08-06,22.6,32.6,,2.8,70.0,,1.0,
116,°ü¾Ç»ê,1990-08-07,22.5,32.6,,1.4,74.8,,1.8,
116,°ü¾Ç»ê,1990-08-08,22.8,31.3,24.0,3.7,85.0,,4.5,
116,°ü¾Ç»ê,1990-08-09,21.4,29.2,17.0,5.1,78.5,,5.0,
116,°ü¾Ç»ê,1990-08-10,21.0,27.0,12.5,4.1,83.3,,6.0,6.67
116,°ü¾Ç»ê,1990-08-11,18.8,29.3,,3.2,75.5,,3.0,
116,°ü¾Ç»ê,1990-08-12,20.5,29.6,,1.7,80.8,,1.8,
116,°ü¾Ç»ê,1990-08-13,21.2,31.0,,2.9,74.0,,3.8,
116,°ü¾Ç»ê,1990-08-14,20.3,23.4,26.8,8.9,88.3,,7.5,6.42
116,°ü¾Ç»ê,1990-08-15,19.7,28.8,,2.7,82.8,,9.3,11.08
116,°ü¾Ç»ê,1990-08-16,16.2,24.8,6.9,2.5,85.3,,9.3,
116,°ü¾Ç»ê,1990-08-17,15.9,27.6,11.8,3.2,80.5,,5.8,
116,°ü¾Ç»ê,1990-08-18,17.2,26.6,1.5,5.7,80.8,,5.0,
116,°ü¾Ç»ê,1990-08-19,20.9,22.8,3.8,7.2,85.8,,10.0,7.17
116,°ü¾Ç»ê,1990-08-20,21.0,22.9,48.8,2.9,88.0,,9.3,14.67
116,°ü¾Ç»ê,1990-08-21,20.2,23.6,90.9,5.6,88.0,,10.0,20.92
116,°ü¾Ç»ê,1990-08-22,19.0,27.2,9.3,7.8,82.3,,9.5,6.67
116,°ü¾Ç»ê,1990-08-23,18.4,27.2,0.9,9.4,79.5,,5.3,8.5
116,°ü¾Ç»ê,1990-08-24,19.0,28.6,,4.3,76.5,,1.0,
116,°ü¾Ç»ê,1990-08-25,18.1,27.7,,3.2,80.5,,4.0,
116,°ü¾Ç»ê,1990-08-26,19.6,27.4,,0.9,78.5,,1.3,
116,°ü¾Ç»ê,1990-08-27,19.6,28.6,,3.2,76.3,,1.8,
116,°ü¾Ç»ê,1990-08-28,19.5,28.6,,3.0,77.8,,3.5,
116,°ü¾Ç»ê,1990-08-29,19.0,27.8,,3.3,76.3,,2.3,
116,°ü¾Ç»ê,1990-08-30,19.6,30.8,,2.4,72.8,,0.0,
116,°ü¾Ç»ê,1990-08-31,17.5,23.8,84.5,4.4,90.0,,9.3,17.42
116,°ü¾Ç»ê,1990-09-01,16.2,21.3,57.0,5.2,90.8,,10.0,24.0
116,°ü¾Ç»ê,1990-09-02,20.4,26.9,9.3,7.4,85.8,,9.3,10.25
116,°ü¾Ç»ê,1990-09-03,16.8,22.8,2.5,2.4,83.3,,9.5,6.58
116,°ü¾Ç»ê,1990-09-04,16.4,23.1,2.0,3.6,80.0,,7.8,
116,°ü¾Ç»ê,1990-09-05,17.8,24.3,,2.1,77.8,,7.0,
116,°ü¾Ç»ê,1990-09-06,19.1,22.1,,3.4,84.5,,8.8,
116,°ü¾Ç»ê,1990-09-07,17.8,28.6,5.7,3.1,76.3,,2.3,
116,°ü¾Ç»ê,1990-09-08,20.2,26.6,,3.3,84.0,,7.3,
116,°ü¾Ç»ê,1990-09-09,19.0,23.2,69.8,7.0,88.3,,9.5,9.38
116,°ü¾Ç»ê,1990-09-10,16.4,21.6,171.6,5.8,88.0,,10.0,16.77
116,°ü¾Ç»ê,1990-09-11,15.8,18.7,236.7,4.3,84.3,,10.0,24.0
116,°ü¾Ç»ê,1990-09-12,15.0,22.8,,2.6,80.0,,7.0,2.28
116,°ü¾Ç»ê,1990-09-13,14.9,24.2,,4.1,65.3,,7.5,
116,°ü¾Ç»ê,1990-09-14,15.7,18.5,0.5,6.3,79.8,,8.8,7.67
116,°ü¾Ç»ê,1990-09-15,13.8,23.4,,3.4,71.8,,3.0,5.6
116,°ü¾Ç»ê,1990-09-16,13.7,22.6,,3.5,73.8,,4.8,
116,°ü¾Ç»ê,1990-09-17,10.4,19.4,,6.8,84.5,,8.5,
116,°ü¾Ç»ê,1990-09-18,7.4,19.2,,5.9,68.3,,0.5,
116,°ü¾Ç»ê,1990-09-19,8.6,21.8,,3.0,62.8,,0.0,
116,°ü¾Ç»ê,1990-09-20,12.4,22.8,,2.2,74.8,,0.0,
116,°ü¾Ç»ê,1990-09-21,14.4,24.8,,2.7,71.3,,1.0,
116,°ü¾Ç»ê,1990-09-22,14.4,24.4,,2.4,77.8,,3.0,
116,°ü¾Ç»ê,1990-09-23,14.8,20.4,4.3,3.5,84.0,,10.0,7.13
116,°ü¾Ç»ê,1990-09-24,13.3,18.6,,4.6,77.8,,8.8,4.75
116,°ü¾Ç»ê,1990-09-25,12.2,22.1,,4.1,68.5,,0.0,
116,°ü¾Ç»ê,1990-09-26,12.6,22.4,,4.4,67.8,,0.5,
116,°ü¾Ç»ê,1990-09-27,12.6,22.0,,4.1,75.5,,4.0,
116,°ü¾Ç»ê,1990-09-28,14.7,21.2,,3.3,83.0,,6.0,
116,°ü¾Ç»ê,1990-09-29,13.5,23.8,,2.5,72.0,,3.8,
116,°ü¾Ç»ê,1990-09-30,13.4,22.1,,4.2,75.8,,5.0,
116,°ü¾Ç»ê,1990-10-01,9.9,21.2,,6.1,70.5,,2.3,
116,°ü¾Ç»ê,1990-10-02,9.4,20.4,,3.3,53.5,,0.0,
116,°ü¾Ç»ê,1990-10-03,10.2,20.2,,1.6,59.0,,7.0,
116,°ü¾Ç»ê,1990-10-04,12.4,21.8,,3.8,67.0,,1.5,
116,°ü¾Ç»ê,1990-10-05,12.3,22.3,,3.1,62.5,,0.8,
116,°ü¾Ç»ê,1990-10-06,13.8,23.4,,4.7,67.5,,0.8,
116,°ü¾Ç»ê,1990-10-07,11.4,22.0,,3.1,64.8,,0.0,
116,°ü¾Ç»ê,1990-10-08,7.6,19.2,,3.5,67.8,,2.8,
116,°ü¾Ç»ê,1990-10-09,3.6,14.2,,4.0,61.0,,1.3,
116,°ü¾Ç»ê,1990-10-10,5.6,16.2,,2.1,57.8,,0.5,
116,°ü¾Ç»ê,1990-10-11,9.4,15.2,,3.1,65.3,,7.5,
116,°ü¾Ç»ê,1990-10-12,8.4,17.6,,1.7,70.5,,3.8,
116,°ü¾Ç»ê,1990-10-13,12.2,18.6,,1.7,71.0,,4.5,
116,°ü¾Ç»ê,1990-10-14,11.7,20.1,,4.2,75.5,,0.0,
116,°ü¾Ç»ê,1990-10-15,11.2,20.0,,3.7,77.3,,4.8,2.92
116,°ü¾Ç»ê,1990-10-16,8.3,19.7,,6.1,69.8,,1.3,
116,°ü¾Ç»ê,1990-10-17,4.4,14.0,,8.0,58.0,,1.0,
116,°ü¾Ç»ê,1990-10-18,3.0,15.4,,7.0,65.3,,0.0,
116,°ü¾Ç»ê,1990-10-19,7.6,18.2,,5.1,76.8,,3.3,
116,°ü¾Ç»ê,1990-10-20,8.9,18.0,,2.6,64.0,,1.0,
116,°ü¾Ç»ê,1990-10-21,10.0,19.2,,2.7,58.0,,0.0,
116,°ü¾Ç»ê,1990-10-22,9.3,19.2,,3.7,55.0,,0.0,
116,°ü¾Ç»ê,1990-10-23,9.2,18.8,,3.3,55.3,,0.0,
116,°ü¾Ç»ê,1990-10-24,10.2,16.1,,2.3,67.8,,4.0,
116,°ü¾Ç»ê,1990-10-25,7.0,14.6,3.9,5.0,79.8,,7.3,
116,°ü¾Ç»ê,1990-10-26,4.9,14.9,,4.2,65.5,,1.5,
116,°ü¾Ç»ê,1990-10-27,5.9,15.1,,2.2,65.5,,0.5,
116,°ü¾Ç»ê,1990-10-28,6.4,16.2,,2.5,71.8,,0.0,
116,°ü¾Ç»ê,1990-10-29,8.9,16.5,,1.8,75.5,,3.3,
116,°ü¾Ç»ê,1990-10-30,9.0,16.2,,2.2,77.3,,2.5,
116,°ü¾Ç»ê,1990-10-31,8.8,18.0,,3.9,61.8,,0.0,
116,°ü¾Ç»ê,1990-11-01,8.0,16.2,,4.0,74.5,,1.3,
116,°ü¾Ç»ê,1990-11-02,9.1,15.1,,2.3,82.3,,7.0,
116,°ü¾Ç»ê,1990-11-03,8.6,14.2,,2.3,79.5,,7.5,7.7
116,°ü¾Ç»ê,1990-11-04,8.8,16.9,,2.7,70.5,,0.0,
116,°ü¾Ç»ê,1990-11-05,7.2,14.0,4.6,5.9,83.0,,5.5,4.58
116,°ü¾Ç»ê,1990-11-06,6.4,10.2,16.8,7.0,87.0,,9.5,10.08
116,°ü¾Ç»ê,1990-11-07,5.0,11.8,,6.0,75.8,,2.0,
116,°ü¾Ç»ê,1990-11-08,3.2,8.8,,2.5,61.3,,8.0,
116,°ü¾Ç»ê,1990-11-09,-4.8,9.0,3.1,,76.8,,7.5,2.8
116,°ü¾Ç»ê,1990-11-10,-8.1,0.3,,,55.0,,1.8,
116,°ü¾Ç»ê,1990-11-11,-5.2,7.4,,8.7,77.8,,5.5,4.12
116,°ü¾Ç»ê,1990-11-12,5.6,12.2,,7.9,83.3,,9.3,10.53
116,°ü¾Ç»ê,1990-11-13,7.5,12.6,,5.1,79.3,,7.3,3.28
116,°ü¾Ç»ê,1990-11-14,8.3,14.6,,5.5,81.3,,7.8,7.85
116,°ü¾Ç»ê,1990-11-15,9.7,13.0,,2.4,82.3,,9.8,9.92
116,°ü¾Ç»ê,1990-11-16,7.4,13.6,,3.9,81.3,,5.0,10.77
116,°ü¾Ç»ê,1990-11-17,6.8,14.8,,3.3,71.8,,1.5,
116,°ü¾Ç»ê,1990-11-18,11.0,13.3,3.3,7.4,86.0,,10.0,20.7
116,°ü¾Ç»ê,1990-11-19,10.6,12.7,33.4,4.6,84.8,,10.0,15.32
116,°ü¾Ç»ê,1990-11-20,-5.6,11.6,,9.4,65.3,,5.0,10.27
116,°ü¾Ç»ê,1990-11-21,-8.7,0.4,,7.4,49.0,,0.0,
116,°ü¾Ç»ê,1990-11-22,-0.9,5.4,,7.4,82.5,,7.3,
116,°ü¾Ç»ê,1990-11-23,1.2,8.2,,2.7,68.5,,0.0,
116,°ü¾Ç»ê,1990-11-24,1.8,9.2,,2.6,58.5,,5.0,
116,°ü¾Ç»ê,1990-11-25,4.4,9.7,4.2,4.8,79.3,,8.3,2.32
116,°ü¾Ç»ê,1990-11-26,1.7,7.6,,3.0,72.0,,4.8,
116,°ü¾Ç»ê,1990-11-27,3.6,11.4,,2.6,65.0,,3.3,
116,°ü¾Ç»ê,1990-11-28,5.9,13.2,,2.2,58.3,,0.0,
116,°ü¾Ç»ê,1990-11-29,5.6,11.6,,6.4,66.0,,0.5,
116,°ü¾Ç»ê,1990-11-30,4.6,10.2,,3.1,71.8,,3.5,
116,°ü¾Ç»ê,1990-12-01,-5.6,6.0,15.6,10.3,84.5,5.7,9.5,11.25
116,°ü¾Ç»ê,1990-12-02,-9.6,-4.2,1.6,8.5,78.8,1.3,8.3,
116,°ü¾Ç»ê,1990-12-03,-10.4,-1.5,,4.7,73.8,,4.5,
116,°ü¾Ç»ê,1990-12-04,-2.8,3.6,,5.5,79.8,,0.0,
116,°ü¾Ç»ê,1990-12-05,1.8,6.0,,8.9,79.5,,3.5,
116,°ü¾Ç»ê,1990-12-06,3.2,8.2,,9.3,80.8,,4.3,
116,°ü¾Ç»ê,1990-12-07,5.3,8.8,,8.0,87.5,,9.3,12.17
116,°ü¾Ç»ê,1990-12-08,6.0,9.2,,5.1,84.3,,9.5,13.58
116,°ü¾Ç»ê,1990-12-09,5.2,10.2,,3.2,82.3,,8.0,3.35
116,°ü¾Ç»ê,1990-12-10,3.0,8.5,0.0,4.5,82.3,,7.0,7.3
116,°ü¾Ç»ê,1990-12-11,-6.6,3.0,0.3,6.1,78.8,0.7,7.0,
116,°ü¾Ç»ê,1990-12-12,-7.3,0.7,,4.7,71.3,,3.3,
116,°ü¾Ç»ê,1990-12-13,-4.5,1.2,1.2,4.2,81.8,1.3,6.8,
116,°ü¾Ç»ê,1990-12-14,-7.4,1.7,13.8,8.7,68.8,,4.3,
116,°ü¾Ç»ê,1990-12-15,-9.4,-2.0,,4.6,48.0,,2.8,
116,°ü¾Ç»ê,1990-12-16,-6.0,0.1,0.4,5.8,62.3,0.5,1.0,
116,°ü¾Ç»ê,1990-12-17,-5.8,-0.8,0.3,3.4,63.5,0.5,10.0,4.03
116,°ü¾Ç»ê,1990-12-18,-6.4,-0.4,0.1,5.0,68.0,0.1,2.5,5.17
116,°ü¾Ç»ê,1990-12-19,-6.6,0.4,,1.7,53.5,,0.0,
116,°ü¾Ç»ê,1990-12-20,-5.0,2.4,,3.1,64.0,,7.3,
116,°ü¾Ç»ê,1990-12-21,-0.4,4.8,1.2,8.5,82.3,,5.8,
116,°ü¾Ç»ê,1990-12-22,-7.0,1.2,1.6,10.3,76.8,3.0,7.5,1.68
116,°ü¾Ç»ê,1990-12-23,-10.3,-3.9,,8.4,63.8,,1.3,
116,°ü¾Ç»ê,1990-12-24,-12.3,-2.5,,5.0,58.3,,0.5,
116,°ü¾Ç»ê,1990-12-25,-10.4,0.3,5.7,9.2,71.3,6.0,6.5,2.45
116,°ü¾Ç»ê,1990-12-26,-16.0,-10.0,,11.3,66.8,,3.0,
116,°ü¾Ç»ê,1990-12-27,-16.2,-8.4,,2.6,64.5,,0.0,
116,°ü¾Ç»ê,1990-12-28,-11.0,-3.8,,4.4,67.5,,3.0,
116,°ü¾Ç»ê,1990-12-29,-10.2,-3.2,,4.1,66.5,,0.0,
116,°ü¾Ç»ê,1990-12-30,-7.8,0.3,,1.5,57.3,,0.0,
116,°ü¾Ç»ê,1990-12-31,-3.2,4.8,,2.3,58.3,,2.0,
